YEAR,LOCATION,STATE_ANSI,AREA_OPERATED_IN_ACRES,AREA_OPERATED_IN_ACRES_/_OPERATION,OPERATIONS_IN_OPERATIONS,AREA_HARVESTED_IN_ACRES,AREA_PLANTED_IN_ACRES,PRODUCTION_IN_BU,PRODUCTION_IN_$,PRICE_RECEIVED_IN_$_/_BU,CONDITION_IN_PCT_VERY_POOR,CONDITION_IN_PCT_GOOD,CONDITION_IN_PCT_FAIR,CONDITION_IN_PCT_POOR,CONDITION_IN_PCT_EXCELLENT,CONDITION_5_YEAR_AVG_IN_PCT_EXCELLENT,CONDITION_5_YEAR_AVG_IN_PCT_GOOD,CONDITION_5_YEAR_AVG_IN_PCT_POOR,CONDITION_5_YEAR_AVG_IN_PCT_VERY_POOR,CONDITION_5_YEAR_AVG_IN_PCT_FAIR,CONDITION_PREVIOUS_YEAR_IN_PCT_POOR,CONDITION_PREVIOUS_YEAR_IN_PCT_GOOD,CONDITION_PREVIOUS_YEAR_IN_PCT_VERY_POOR,CONDITION_PREVIOUS_YEAR_IN_PCT_EXCELLENT,CONDITION_PREVIOUS_YEAR_IN_PCT_FAIR,YIELD_IN_BU_/_ACRE,NITROGEN,PHOSPHATE,POTASH,SULFUR,APPLICATIONS_IN_LB_FERTILIZER_NITROGEN,APPLICATIONS_IN_LB_FERTILIZER_PHOSPHATE,APPLICATIONS_IN_LB_FERTILIZER_POTASH,APPLICATIONS_IN_LB_FERTILIZER_SULFUR,APPLICATIONS_IN_LB_/_ACRE_/_APPLICATION_AVG_FERTILIZER_NITROGEN,APPLICATIONS_IN_LB_/_ACRE_/_APPLICATION_AVG_FERTILIZER_PHOSPHATE,APPLICATIONS_IN_LB_/_ACRE_/_APPLICATION_AVG_FERTILIZER_POTASH,APPLICATIONS_IN_LB_/_ACRE_/_APPLICATION_AVG_FERTILIZER_SULFUR,APPLICATIONS_IN_LB_/_ACRE_/_YEAR_AVG_FERTILIZER_NITROGEN,APPLICATIONS_IN_LB_/_ACRE_/_YEAR_AVG_FERTILIZER_PHOSPHATE,APPLICATIONS_IN_LB_/_ACRE_/_YEAR_AVG_FERTILIZER_POTASH,APPLICATIONS_IN_LB_/_ACRE_/_YEAR_AVG_FERTILIZER_SULFUR,APPLICATIONS_IN_NUMBER_AVG_FERTILIZER_NITROGEN,APPLICATIONS_IN_NUMBER_AVG_FERTILIZER_PHOSPHATE,APPLICATIONS_IN_NUMBER_AVG_FERTILIZER_POTASH,APPLICATIONS_IN_NUMBER_AVG_FERTILIZER_SULFUR,TREATED_IN_PCT_OF_AREA_PLANTED_AVG_FERTILIZER_NITROGEN,TREATED_IN_PCT_OF_AREA_PLANTED_AVG_FERTILIZER_PHOSPHATE,TREATED_IN_PCT_OF_AREA_PLANTED_AVG_FERTILIZER_POTASH,TREATED_IN_PCT_OF_AREA_PLANTED_AVG_FERTILIZER_SULFUR
1996,LOUISIANA,22,8300000.0,277,30000,1350000.0,1400000.0,39150000.0,273267000.0,7.45,1.0,61.5,26.0,3.0,8.5,,,,,,,,,,,29.0,1,1,1,0,700000.0,17100000.0,26000000.0,0.0,14,43,70,0,14,43,70,0,1.0,1.0,1.0,0.0,4,36,34,0
1996,MARYLAND,24,2200000.0,161,13700,480000.0,490000.0,17760000.0,126984000.0,7.15,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,37.0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0
1996,MICHIGAN,26,10600000.0,196,54000,1860000.0,1870000.0,71610000.0,463317000.0,7.15,7.0,37.0,34.0,16.5,6.0,,,,,,,,,,,38.5,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0
1996,MINNESOTA,27,29200000.0,356,82000,5900000.0,6000000.0,224200000.0,1627692000.0,7.26,1.0,49.5,37.0,8.0,6.0,,,,,,,,,,,38.0,1,1,1,0,9200000.0,38400000.0,42900000.0,0.0,15,47,69,0,15,47,69,0,1.0,1.0,1.0,0.0,10,14,10,0
1996,MISSISSIPPI,28,11900000.0,283,42000,2070000.0,2100000.0,64170000.0,442773000.0,7.34,1.5,54.0,26.0,6.0,10.0,,,,,,,,,,,31.0,1,1,1,0,2500000.0,14000000.0,19400000.0,0.0,13,42,62,0,13,42,62,0,1.0,1.0,1.0,0.0,11,18,17,0
1996,MISSOURI,29,30100000.0,274,110000,4050000.0,4100000.0,149850000.0,1092407000.0,7.29,2.0,45.0,34.0,9.0,9.5,,,,,,,,,,,37.0,1,1,1,0,20500000.0,54900000.0,81300000.0,0.0,21,54,71,0,21,54,71,0,1.0,1.0,1.0,0.0,23,25,28,0
1996,NEBRASKA,31,46400000.0,829,56000,3550000.0,3600000.0,143775000.0,902907000.0,7.19,1.0,58.0,16.5,2.0,23.0,,,,,,,,,,,40.5,1,1,1,0,10200000.0,64400000.0,5300000.0,0.0,12,43,17,0,12,43,17,0,1.0,1.0,1.0,0.0,28,50,11,0
1996,NEW JERSEY,34,840000.0,88,9500,119000.0,120000.0,4403000.0,31041000.0,7.05,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,37.0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0
1996,NORTH CAROLINA,37,9500000.0,161,59000,1200000.0,1250000.0,34800000.0,246036000.0,7.07,1.0,59.5,23.5,6.0,7.5,,,,,,,,,,,29.0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0
1996,NORTH DAKOTA,38,39900000.0,1247,32000,1140000.0,1150000.0,33630000.0,205143000.0,7.05,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,29.5,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0
1996,OHIO,39,14900000.0,191,78000,4490000.0,4500000.0,157150000.0,1166053000.0,7.42,4.0,34.5,41.0,14.5,5.5,,,,,,,,,,,35.0,1,1,1,0,30400000.0,50100000.0,164800000.0,0.0,28,46,101,0,34,46,102,0,1.2,1.0,1.0,0.0,20,24,36,0
1996,OKLAHOMA,40,34000000.0,415,82000,330000.0,340000.0,9900000.0,63360000.0,6.85,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,30.0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0
1996,PENNSYLVANIA,42,7600000.0,129,59000,285000.0,290000.0,11400000.0,75810000.0,6.65,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,40.0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0
1996,SOUTH CAROLINA,45,5000000.0,200,25000,570000.0,580000.0,12825000.0,84004000.0,7.4,1.0,60.5,23.0,6.0,12.0,,,,,,,,,,,22.5,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0
1996,SOUTH DAKOTA,46,44000000.0,1354,32500,2670000.0,2700000.0,90780000.0,642722000.0,7.08,1.0,53.0,22.5,3.0,18.5,,,,,,,,,,,34.0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0
1996,TENNESSEE,47,12000000.0,132,91000,1200000.0,1240000.0,40800000.0,281112000.0,7.25,1.0,57.0,19.5,3.0,20.0,,,,,,,,,,,34.0,1,1,1,0,12800000.0,27500000.0,51500000.0,0.0,40,53,82,0,40,53,82,0,1.0,1.0,1.0,0.0,27,43,53,0
1996,TEXAS,48,132000000.0,589,224000,270000.0,290000.0,7020000.0,49140000.0,7.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,26.0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0
1996,VIRGINIA,51,8800000.0,180,49000,490000.0,510000.0,11270000.0,69874000.0,6.8,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,23.0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0
1996,WISCONSIN,55,16600000.0,210,79000,870000.0,920000.0,32190000.0,233056000.0,7.24,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,37.0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0
1997,ALABAMA,1,9600000.0,196,49000,340000.0,350000.0,8500000.0,56525000.0,6.65,2.0,32.5,43.5,10.0,3.0,,,,,,,,,,,25.0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0
1997,ARKANSAS,5,14800000.0,302,49000,3400000.0,3550000.0,85000000.0,457300000.0,6.88,2.0,44.0,32.5,11.5,10.0,,,,,,,,,,,25.0,1,1,1,0,9300000.0,60800000.0,71400000.0,0.0,38,53,60,0,47,58,66,0,1.2,1.1,1.1,0.0,6,29,30,0
1997,DELAWARE,10,585000.0,209,2800,225000.0,230000.0,6525000.0,45675000.0,7.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,29.0,1,1,1,0,1500000.0,3800000.0,5700000.0,0.0,18,44,85,0,19,45,86,0,1.0,1.0,1.0,0.0,37,38,29,0
1997,FLORIDA,12,10600000.0,236,45000,30000.0,35000.0,690000.0,3588000.0,7.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,23.0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0
1997,GEORGIA,13,11300000.0,231,49000,220000.0,300000.0,4620000.0,24209000.0,6.68,5.0,57.0,29.0,7.0,4.5,,,,,,,,,,,21.0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0
1997,ILLINOIS,17,27800000.0,352,79000,9950000.0,10000000.0,427850000.0,2806696000.0,6.56,2.0,47.0,34.0,9.0,7.5,,,,,,,,,,,43.0,1,1,1,0,12600000.0,160300000.0,352500000.0,0.0,11,71,103,0,11,71,103,0,1.0,1.0,1.0,0.0,11,23,34,0
1997,INDIANA,18,15600000.0,236,66000,5500000.0,5600000.0,231000000.0,1166550000.0,6.59,2.0,49.0,32.0,7.0,10.0,,,,,,,,,,,42.0,1,1,1,0,40800000.0,65200000.0,213000000.0,0.0,39,52,100,0,48,54,108,0,1.2,1.0,1.1,0.0,16,22,36,0
1997,IOWA,19,33000000.0,337,98000,10400000.0,10500000.0,478400000.0,3028272000.0,6.33,1.0,54.5,25.0,5.0,14.5,,,,,,,,,,,46.0,1,1,1,0,30400000.0,129300000.0,205400000.0,0.0,18,53,76,0,18,53,80,0,1.0,1.0,1.0,0.0,16,23,25,0
1997,KANSAS,20,47500000.0,731,65000,2500000.0,2550000.0,75000000.0,373500000.0,6.42,1.0,61.5,20.5,2.0,16.0,,,,,,,,,,,30.0,1,1,1,0,12100000.0,14800000.0,18900000.0,0.0,22,33,48,0,24,33,53,0,1.1,1.0,1.1,0.0,20,18,15,0
1997,KENTUCKY,21,13900000.0,153,91000,1220000.0,1240000.0,42090000.0,284528000.0,6.76,1.0,45.5,35.5,9.0,6.0,,,,,,,,,,,34.5,1,1,1,0,22700000.0,36900000.0,59400000.0,0.0,50,68,112,0,55,68,112,0,1.1,1.0,1.0,0.0,32,42,41,0
1997,LOUISIANA,22,8200000.0,273,30000,1070000.0,1200000.0,22470000.0,126281000.0,6.98,2.0,50.0,28.5,12.0,5.5,,,,,,,,,,,21.0,1,1,1,0,5800000.0,13800000.0,21300000.0,0.0,29,43,63,0,31,43,65,0,1.1,1.0,1.0,0.0,13,23,23,0
1997,MARYLAND,24,2200000.0,169,13000,520000.0,530000.0,15600000.0,107640000.0,6.9,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,30.0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0
1997,MICHIGAN,26,10400000.0,196,53000,1890000.0,1900000.0,73710000.0,367813000.0,6.47,2.0,44.5,32.5,7.5,13.0,,,,,,,,,,,39.0,1,1,1,0,21300000.0,49900000.0,100900000.0,0.0,18,54,71,0,18,54,75,0,1.0,1.0,1.1,0.0,63,49,71,0
1997,MINNESOTA,27,29100000.0,359,81000,6550000.0,6600000.0,255450000.0,1583790000.0,6.2,2.0,49.0,31.5,7.0,10.5,,,,,,,,,,,39.0,1,1,1,0,15200000.0,55600000.0,141500000.0,0.0,14,41,93,0,14,41,93,0,1.0,1.0,1.0,0.0,16,20,22,0
1997,MISSISSIPPI,28,11700000.0,279,42000,2000000.0,2050000.0,48000000.0,270240000.0,6.9,2.0,52.5,23.5,6.5,13.5,,,,,,,,,,,24.0,1,1,1,0,5400000.0,25500000.0,48400000.0,0.0,16,53,88,0,16,53,88,0,1.0,1.0,1.0,0.0,16,23,26,0
1997,MISSOURI,29,30100000.0,274,110000,4850000.0,4900000.0,174600000.0,1115694000.0,6.39,3.0,38.5,38.5,14.5,6.0,,,,,,,,,,,36.0,1,1,1,0,17200000.0,60400000.0,136200000.0,0.0,24,44,72,0,24,44,80,0,1.0,1.0,1.1,0.0,15,28,35,0
1997,NEBRASKA,31,46400000.0,844,55000,3750000.0,3800000.0,165000000.0,796950000.0,6.28,2.0,48.0,33.0,8.0,8.5,,,,,,,,,,,44.0,1,1,1,0,19500000.0,45900000.0,11300000.0,0.0,16,40,20,0,18,42,21,0,1.1,1.0,1.0,0.0,31,31,16,0
1997,NEW JERSEY,34,830000.0,86,9600,130000.0,133000.0,4030000.0,27203000.0,6.75,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,31.0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0
1997,NORTH CAROLINA,37,9500000.0,161,59000,1330000.0,1400000.0,38570000.0,257648000.0,6.68,2.0,61.0,27.5,4.5,4.0,,,,,,,,,,,29.0,1,1,1,0,46700000.0,36800000.0,103300000.0,0.0,45,39,86,0,64,39,95,0,1.4,1.0,1.1,0.0,52,67,77,0
1997,NORTH DAKOTA,38,39700000.0,1260,31500,1475000.0,1500000.0,47200000.0,219008000.0,6.1,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,32.0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0
1997,OHIO,39,14900000.0,189,79000,4340000.0,4350000.0,190960000.0,1239330000.0,6.49,1.0,48.5,26.5,6.0,17.5,,,,,,,,,,,44.0,1,1,1,0,11900000.0,56800000.0,308400000.0,0.0,15,49,113,0,16,49,114,0,1.0,1.0,1.0,0.0,16,26,60,0
1997,OKLAHOMA,40,34000000.0,410,83000,340000.0,470000.0,6120000.0,29376000.0,6.4,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,18.0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0
1997,PENNSYLVANIA,42,7700000.0,128,60000,370000.0,375000.0,13690000.0,93092000.0,6.8,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,37.0,1,1,1,0,3400000.0,8700000.0,19500000.0,0.0,14,34,71,0,17,43,89,0,1.3,1.3,1.2,0.0,53,55,59,0
1997,SOUTH CAROLINA,45,5000000.0,200,25000,500000.0,540000.0,10500000.0,52500000.0,6.55,3.0,63.0,19.0,3.5,10.5,,,,,,,,,,,21.0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0
1997,SOUTH DAKOTA,46,44000000.0,1354,32500,3250000.0,3300000.0,113750000.0,695013000.0,6.11,1.0,51.0,18.5,5.0,26.5,,,,,,,,,,,35.0,1,1,1,0,43300000.0,42200000.0,14500000.0,0.0,29,36,23,0,36,36,23,0,1.2,1.0,1.0,0.0,35,34,18,0
1997,TENNESSEE,47,12000000.0,132,91000,1210000.0,1250000.0,35090000.0,188433000.0,6.89,1.0,51.0,26.5,5.0,15.0,,,,,,,,,,,29.0,1,1,1,0,7400000.0,33100000.0,52600000.0,0.0,19,51,74,0,19,52,77,0,1.0,1.0,1.0,0.0,29,48,52,0
1997,TEXAS,48,131500000.0,584,225000,400000.0,420000.0,11200000.0,70896000.0,6.33,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,28.0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0
1997,VIRGINIA,51,8800000.0,180,49000,480000.0,500000.0,11040000.0,58512000.0,6.2,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,23.0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0
1997,WISCONSIN,55,16500000.0,209,79000,1000000.0,1040000.0,44000000.0,280720000.0,6.38,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,44.0,1,1,1,0,8200000.0,11700000.0,56000000.0,0.0,14,22,82,0,16,22,82,0,1.1,1.0,1.0,0.0,53,54,69,0
1998,ALABAMA,1,9400000.0,192,49000,320000.0,340000.0,7040000.0,37312000.0,5.3,4.0,34.0,41.0,10.0,3.0,,,,,,,,,,,22.0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0
1998,ARKANSAS,5,14700000.0,300,49000,3300000.0,3400000.0,92400000.0,442596000.0,5.38,9.0,28.0,36.0,23.0,5.0,,,,,,,,,,,28.0,1,1,1,0,8600000.0,65300000.0,75400000.0,0.0,50,63,74,0,50,63,74,0,1.0,1.0,1.0,0.0,5,29,29,0
1998,DELAWARE,10,580000.0,215,2700,216000.0,220000.0,7128000.0,37850000.0,5.31,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,33.0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0
1998,FLORIDA,12,10500000.0,233,45000,19000.0,20000.0,608000.0,2827000.0,5.2,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,32.0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0
1998,GEORGIA,13,11050000.0,226,49000,190000.0,220000.0,3610000.0,17292000.0,5.24,25.0,16.0,33.0,23.0,1.0,,,,,,,,,,,19.0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0
1998,ILLINOIS,17,27700000.0,351,79000,10550000.0,10600000.0,464200000.0,2325642000.0,5.01,4.0,48.0,26.0,8.0,15.0,,,,,,,,,,,44.0,1,1,1,0,17200000.0,78700000.0,321400000.0,0.0,23,60,124,0,24,60,124,0,1.0,1.0,1.0,0.0,7,12,24,0
1998,INDIANA,18,15600000.0,236,66000,5550000.0,5600000.0,216450000.0,1019480000.0,5.05,3.0,49.0,28.0,7.0,14.0,,,,,,,,,,,39.0,1,1,1,0,25000000.0,70400000.0,255300000.0,0.0,18,42,82,0,29,48,88,0,1.6,1.1,1.1,0.0,15,26,51,0
1998,IOWA,19,32900000.0,339,97000,10350000.0,10400000.0,496800000.0,2379672000.0,4.79,2.0,48.0,19.0,5.0,26.0,,,,,,,,,,,48.0,1,1,1,0,20400000.0,62100000.0,79000000.0,0.0,18,47,52,0,19,47,52,0,1.1,1.0,1.0,0.0,10,13,14,0
