YEAR,LOCATION,"STATE ANSI","ASD CODE","COUNTY ANSI","REFERENCE PERIOD",COMMODITY,DOMAINCAT,"APPLICATIONS in LB","APPLICATIONS in LB / ACRE / APPLICATION, AVG","APPLICATIONS in LB / ACRE / YEAR, AVG","APPLICATIONS in NUMBER, AVG","TREATED in PCT OF AREA PLANTED, AVG"
1999,MICHIGAN,26,"  ","   ",YEAR,SOYBEANS,"FERTILIZER: (NITROGEN)","9,500,000",16,16,1,31
1999,MICHIGAN,26,"  ","   ",YEAR,SOYBEANS,"FERTILIZER: (PHOSPHATE)","27,700,000",32,32,1,45
1999,MICHIGAN,26,"  ","   ",YEAR,SOYBEANS,"FERTILIZER: (POTASH)","109,500,000",83,87,1,65
1999,MINNESOTA,27,"  ","   ",YEAR,SOYBEANS,"FERTILIZER: (NITROGEN)","18,700,000",20,20,1,13
1999,MINNESOTA,27,"  ","   ",YEAR,SOYBEANS,"FERTILIZER: (PHOSPHATE)","29,500,000",33,33,1,13
1999,MINNESOTA,27,"  ","   ",YEAR,SOYBEANS,"FERTILIZER: (POTASH)","54,500,000",58,58,1,13
1999,MISSISSIPPI,28,"  ","   ",YEAR,SOYBEANS,"FERTILIZER: (NITROGEN)","4,200,000",22,22,1,10
1999,MISSISSIPPI,28,"  ","   ",YEAR,SOYBEANS,"FERTILIZER: (PHOSPHATE)","14,100,000",48,48,1,15
1999,MISSISSIPPI,28,"  ","   ",YEAR,SOYBEANS,"FERTILIZER: (POTASH)","23,900,000",56,56,1,22
1999,MISSOURI,29,"  ","   ",YEAR,SOYBEANS,"FERTILIZER: (NITROGEN)","11,700,000",15,15,1,15
1999,MISSOURI,29,"  ","   ",YEAR,SOYBEANS,"FERTILIZER: (PHOSPHATE)","54,800,000",45,45,1,23
1999,MISSOURI,29,"  ","   ",YEAR,SOYBEANS,"FERTILIZER: (POTASH)","87,300,000",70,70,1,23
1999,NEBRASKA,31,"  ","   ",YEAR,SOYBEANS,"FERTILIZER: (NITROGEN)","17,800,000",15,17,1.1,25
1999,NEBRASKA,31,"  ","   ",YEAR,SOYBEANS,"FERTILIZER: (PHOSPHATE)","31,700,000",29,29,1,25
1999,NEBRASKA,31,"  ","   ",YEAR,SOYBEANS,"FERTILIZER: (POTASH)","17,000,000",23,24,1,16
1999,"NORTH CAROLINA",37,"  ","   ",YEAR,SOYBEANS,"FERTILIZER: (NITROGEN)","15,800,000",21,21,1,54
1999,"NORTH CAROLINA",37,"  ","   ",YEAR,SOYBEANS,"FERTILIZER: (PHOSPHATE)","53,900,000",55,55,1,71
1999,"NORTH CAROLINA",37,"  ","   ",YEAR,SOYBEANS,"FERTILIZER: (POTASH)","85,000,000",85,85,1,71
1999,OHIO,39,"  ","   ",YEAR,SOYBEANS,"FERTILIZER: (NITROGEN)","14,400,000",15,15,1,21
1999,OHIO,39,"  ","   ",YEAR,SOYBEANS,"FERTILIZER: (PHOSPHATE)","81,600,000",50,51,1,35
1999,OHIO,39,"  ","   ",YEAR,SOYBEANS,"FERTILIZER: (POTASH)","205,600,000",94,94,1,47
1999,PENNSYLVANIA,42,"  ","   ",YEAR,SOYBEANS,"FERTILIZER: (NITROGEN)","2,800,000",20,21,1,37
1999,PENNSYLVANIA,42,"  ","   ",YEAR,SOYBEANS,"FERTILIZER: (PHOSPHATE)","7,500,000",48,50,1,41
1999,PENNSYLVANIA,42,"  ","   ",YEAR,SOYBEANS,"FERTILIZER: (POTASH)","10,000,000",62,62,1,43
1999,"SOUTH DAKOTA",46,"  ","   ",YEAR,SOYBEANS,"FERTILIZER: (NITROGEN)","41,300,000",20,21,1,47
1999,"SOUTH DAKOTA",46,"  ","   ",YEAR,SOYBEANS,"FERTILIZER: (PHOSPHATE)","88,300,000",45,45,1,47
1999,"SOUTH DAKOTA",46,"  ","   ",YEAR,SOYBEANS,"FERTILIZER: (POTASH)","21,300,000",27,27,1,19
1999,TENNESSEE,47,"  ","   ",YEAR,SOYBEANS,"FERTILIZER: (NITROGEN)","7,100,000",17,17,1,34
1999,TENNESSEE,47,"  ","   ",YEAR,SOYBEANS,"FERTILIZER: (PHOSPHATE)","25,900,000",45,45,1,46
1999,TENNESSEE,47,"  ","   ",YEAR,SOYBEANS,"FERTILIZER: (POTASH)","38,400,000",64,64,1,48
2000,ARKANSAS,05,"  ","   ",YEAR,SOYBEANS,"FERTILIZER: (NITROGEN)","21,000,000",55,61,1.1,10
2000,ARKANSAS,05,"  ","   ",YEAR,SOYBEANS,"FERTILIZER: (PHOSPHATE)","43,400,000",43,43,1,30
2000,ARKANSAS,05,"  ","   ",YEAR,SOYBEANS,"FERTILIZER: (POTASH)","73,000,000",71,71,1,31
2000,ILLINOIS,17,"  ","   ",YEAR,SOYBEANS,"FERTILIZER: (NITROGEN)","16,800,000",14,15,1,11
2000,ILLINOIS,17,"  ","   ",YEAR,SOYBEANS,"FERTILIZER: (PHOSPHATE)","77,500,000",47,47,1,16
2000,ILLINOIS,17,"  ","   ",YEAR,SOYBEANS,"FERTILIZER: (POTASH)","286,000,000",93,95,1,29
2000,INDIANA,18,"  ","   ",YEAR,SOYBEANS,"FERTILIZER: (NITROGEN)","11,000,000",22,29,1.3,7
2000,INDIANA,18,"  ","   ",YEAR,SOYBEANS,"FERTILIZER: (PHOSPHATE)","53,900,000",65,65,1,15
2000,INDIANA,18,"  ","   ",YEAR,SOYBEANS,"FERTILIZER: (POTASH)","207,800,000",112,112,1,33
2000,IOWA,19,"  ","   ",YEAR,SOYBEANS,"FERTILIZER: (NITROGEN)","81,000,000",49,49,1,15
2000,IOWA,19,"  ","   ",YEAR,SOYBEANS,"FERTILIZER: (PHOSPHATE)","110,100,000",47,47,1,22
2000,IOWA,19,"  ","   ",YEAR,SOYBEANS,"FERTILIZER: (POTASH)","138,000,000",59,59,1,22
2000,KANSAS,20,"  ","   ",YEAR,SOYBEANS,"FERTILIZER: (NITROGEN)","10,300,000",16,20,1.2,18
2000,KANSAS,20,"  ","   ",YEAR,SOYBEANS,"FERTILIZER: (PHOSPHATE)","16,900,000",34,36,1,16
2000,KENTUCKY,21,"  ","   ",YEAR,SOYBEANS,"FERTILIZER: (NITROGEN)","7,700,000",34,49,1.4,13
2000,KENTUCKY,21,"  ","   ",YEAR,SOYBEANS,"FERTILIZER: (PHOSPHATE)","31,700,000",61,66,1,40
2000,KENTUCKY,21,"  ","   ",YEAR,SOYBEANS,"FERTILIZER: (POTASH)","37,700,000",79,80,1,39
2000,LOUISIANA,22,"  ","   ",YEAR,SOYBEANS,"FERTILIZER: (NITROGEN)","1,500,000",29,29,1,6
2000,LOUISIANA,22,"  ","   ",YEAR,SOYBEANS,"FERTILIZER: (PHOSPHATE)","7,300,000",38,38,1,20
2000,LOUISIANA,22,"  ","   ",YEAR,SOYBEANS,"FERTILIZER: (POTASH)","15,600,000",65,65,1,26
