YEAR,LOCATION,"STATE ANSI","ASD CODE","COUNTY ANSI","REFERENCE PERIOD",COMMODITY,DOMAINCAT,"APPLICATIONS in LB","APPLICATIONS in LB / ACRE / APPLICATION, AVG","APPLICATIONS in LB / ACRE / YEAR, AVG","APPLICATIONS in NUMBER, AVG","TREATED in PCT OF AREA PLANTED, AVG"
2006,INDIANA,18,"  ","   ",YEAR,SOYBEANS,"CHEMICAL, FUNGICIDE: (TOTAL)","44,000"," "," "," ",6
2006,KANSAS,20,"  ","   ",YEAR,SOYBEANS,"CHEMICAL, FUNGICIDE: (TOTAL)"," "," "," "," ",6
2006,KENTUCKY,21,"  ","   ",YEAR,SOYBEANS,"CHEMICAL, FUNGICIDE: (TOTAL)","40,000"," "," "," ",8
2006,LOUISIANA,22,"  ","   ",YEAR,SOYBEANS,"CHEMICAL, FUNGICIDE: (AZOXYSTROBIN = 128810)","22,000",0.114,0.127,1.1,20
2006,LOUISIANA,22,"  ","   ",YEAR,SOYBEANS,"CHEMICAL, FUNGICIDE: (PROPICONAZOLE = 122101)","12,000",0.091,0.096,1.1,14
2006,LOUISIANA,22,"  ","   ",YEAR,SOYBEANS,"CHEMICAL, FUNGICIDE: (PYRACLOSTROBIN = 99100)","11,000",0.135,0.135,1,10
2006,LOUISIANA,22,"  ","   ",YEAR,SOYBEANS,"CHEMICAL, FUNGICIDE: (TEBUCONAZOLE = 128997)","6,000",0.128,0.128,1,6
2006,LOUISIANA,22,"  ","   ",YEAR,SOYBEANS,"CHEMICAL, FUNGICIDE: (TOTAL)","66,000"," "," "," ",37
2006,LOUISIANA,22,"  ","   ",YEAR,SOYBEANS,"CHEMICAL, FUNGICIDE: (TRIFLOXYSTROBIN = 129112)","5,000",0.075,0.075,1,8
2006,MISSISSIPPI,28,"  ","   ",YEAR,SOYBEANS,"CHEMICAL, FUNGICIDE: (AZOXYSTROBIN = 128810)","11,000",0.086,0.086,1,8
2006,MISSISSIPPI,28,"  ","   ",YEAR,SOYBEANS,"CHEMICAL, FUNGICIDE: (TOTAL)","30,000"," "," "," ",12
2006,MISSOURI,29,"  ","   ",YEAR,SOYBEANS,"CHEMICAL, FUNGICIDE: (PYRACLOSTROBIN = 99100)","27,000",0.098,0.107,1.1,5
2006,MISSOURI,29,"  ","   ",YEAR,SOYBEANS,"CHEMICAL, FUNGICIDE: (TOTAL)","70,000"," "," "," ",6
2006,"NORTH CAROLINA",37,"  ","   ",YEAR,SOYBEANS,"CHEMICAL, FUNGICIDE: (TOTAL)","12,000"," "," "," ",6
2006,OHIO,39,"  ","   ",YEAR,SOYBEANS,"CHEMICAL, FUNGICIDE: (PYRACLOSTROBIN = 99100)","13,000",0.095,0.095,1,3
2006,OHIO,39,"  ","   ",YEAR,SOYBEANS,"CHEMICAL, FUNGICIDE: (TOTAL)","19,000"," "," "," ",4
2006,"SOUTH DAKOTA",46,"  ","   ",YEAR,SOYBEANS,"CHEMICAL, FUNGICIDE: (TOTAL)"," "," "," "," ",21
2006,TENNESSEE,47,"  ","   ",YEAR,SOYBEANS,"CHEMICAL, FUNGICIDE: (AZOXYSTROBIN = 128810)","12,000",0.074,0.084,1.1,12
2006,TENNESSEE,47,"  ","   ",YEAR,SOYBEANS,"CHEMICAL, FUNGICIDE: (PYRACLOSTROBIN = 99100)","31,000",0.115,0.115,1,23
2006,TENNESSEE,47,"  ","   ",YEAR,SOYBEANS,"CHEMICAL, FUNGICIDE: (TOTAL)","43,000"," "," "," ",35
2012,ARKANSAS,05,"  ","   ",YEAR,SOYBEANS,"CHEMICAL, FUNGICIDE: (AZOXYSTROBIN = 128810)","91,000",0.112,0.158,1.4,18
2012,ARKANSAS,05,"  ","   ",YEAR,SOYBEANS,"CHEMICAL, FUNGICIDE: (FLUXAPYROXAD = 138009)",(D),(D),(D),(D),(D)
2012,ARKANSAS,05,"  ","   ",YEAR,SOYBEANS,"CHEMICAL, FUNGICIDE: (PROPICONAZOLE = 122101)","8,000",0.066,0.066,1,4
2012,ARKANSAS,05,"  ","   ",YEAR,SOYBEANS,"CHEMICAL, FUNGICIDE: (PYRACLOSTROBIN = 99100)","25,000",0.134,0.134,1,6
2012,ARKANSAS,05,"  ","   ",YEAR,SOYBEANS,"CHEMICAL, FUNGICIDE: (TEBUCONAZOLE = 128997)",(D),(D),(D),(D),(D)
2012,ARKANSAS,05,"  ","   ",YEAR,SOYBEANS,"CHEMICAL, FUNGICIDE: (TOTAL)","132,000"," "," "," ",27
2012,ARKANSAS,05,"  ","   ",YEAR,SOYBEANS,"CHEMICAL, FUNGICIDE: (TRIFLOXYSTROBIN = 129112)",(D),(D),(D),(D),(D)
2012,ILLINOIS,17,"  ","   ",YEAR,SOYBEANS,"CHEMICAL, FUNGICIDE: (AZOXYSTROBIN = 128810)",(D),(D),(D),(D),(D)
2012,ILLINOIS,17,"  ","   ",YEAR,SOYBEANS,"CHEMICAL, FUNGICIDE: (FLUXAPYROXAD = 138009)",(D),(D),(D),(D),(D)
2012,ILLINOIS,17,"  ","   ",YEAR,SOYBEANS,"CHEMICAL, FUNGICIDE: (PROPICONAZOLE = 122101)",(D),(D),(D),(D),(D)
2012,ILLINOIS,17,"  ","   ",YEAR,SOYBEANS,"CHEMICAL, FUNGICIDE: (PROTHIOCONAZOLE = 113961)",(D),(D),(D),(D),(D)
2012,ILLINOIS,17,"  ","   ",YEAR,SOYBEANS,"CHEMICAL, FUNGICIDE: (PYRACLOSTROBIN = 99100)","69,000",0.103,0.103,1,7
2012,ILLINOIS,17,"  ","   ",YEAR,SOYBEANS,"CHEMICAL, FUNGICIDE: (TEBUCONAZOLE = 128997)",(D),(D),(D),(D),(D)
2012,ILLINOIS,17,"  ","   ",YEAR,SOYBEANS,"CHEMICAL, FUNGICIDE: (TOTAL)","105,000"," "," "," ",11
2012,ILLINOIS,17,"  ","   ",YEAR,SOYBEANS,"CHEMICAL, FUNGICIDE: (TRIFLOXYSTROBIN = 129112)",(D),(D),(D),(D),(D)
2012,INDIANA,18,"  ","   ",YEAR,SOYBEANS,"CHEMICAL, FUNGICIDE: (AZOXYSTROBIN = 128810)","38,000",0.151,0.151,1,5
2012,INDIANA,18,"  ","   ",YEAR,SOYBEANS,"CHEMICAL, FUNGICIDE: (PROPICONAZOLE = 122101)","8,000",0.056,0.056,1,3
2012,INDIANA,18,"  ","   ",YEAR,SOYBEANS,"CHEMICAL, FUNGICIDE: (PYRACLOSTROBIN = 99100)","31,000",0.107,0.107,1,6
2012,INDIANA,18,"  ","   ",YEAR,SOYBEANS,"CHEMICAL, FUNGICIDE: (SULFUR = 77501)",(D),(D),(D),(D),(D)
2012,INDIANA,18,"  ","   ",YEAR,SOYBEANS,"CHEMICAL, FUNGICIDE: (TOTAL)","95,000"," "," "," ",13
2012,INDIANA,18,"  ","   ",YEAR,SOYBEANS,"CHEMICAL, FUNGICIDE: (TRIFLOXYSTROBIN = 129112)",(D),(D),(D),(D),(D)
2012,IOWA,19,"  ","   ",YEAR,SOYBEANS,"CHEMICAL, FUNGICIDE: (AZOXYSTROBIN = 128810)",(D),(D),(D),(D),(D)
2012,IOWA,19,"  ","   ",YEAR,SOYBEANS,"CHEMICAL, FUNGICIDE: (FLUAZINAM = 129098)",(D),(D),(D),(D),(D)
2012,IOWA,19,"  ","   ",YEAR,SOYBEANS,"CHEMICAL, FUNGICIDE: (FLUOXASTROBIN = 28869)",(D),(D),(D),(D),(D)
2012,IOWA,19,"  ","   ",YEAR,SOYBEANS,"CHEMICAL, FUNGICIDE: (MYCLOBUTANIL = 128857)",(D),(D),(D),(D),(D)
2012,IOWA,19,"  ","   ",YEAR,SOYBEANS,"CHEMICAL, FUNGICIDE: (PROPICONAZOLE = 122101)","27,000",0.132,0.132,1,2
2012,IOWA,19,"  ","   ",YEAR,SOYBEANS,"CHEMICAL, FUNGICIDE: (PYRACLOSTROBIN = 99100)","100,000",0.106,0.106,1,10
2012,IOWA,19,"  ","   ",YEAR,SOYBEANS,"CHEMICAL, FUNGICIDE: (TETRACONAZOLE = 120603)",(D),(D),(D),(D),(D)
2012,IOWA,19,"  ","   ",YEAR,SOYBEANS,"CHEMICAL, FUNGICIDE: (TOTAL)","173,000"," "," "," ",16
2012,IOWA,19,"  ","   ",YEAR,SOYBEANS,"CHEMICAL, FUNGICIDE: (TRIFLOXYSTROBIN = 129112)","27,000",0.132,0.132,1,2
2012,KANSAS,20,"  ","   ",YEAR,SOYBEANS,"CHEMICAL, FUNGICIDE: (AZOXYSTROBIN = 128810)",(D),(D),(D),(D),(D)
2012,KANSAS,20,"  ","   ",YEAR,SOYBEANS,"CHEMICAL, FUNGICIDE: (PROPICONAZOLE = 122101)",(D),(D),(D),(D),(D)
2012,KANSAS,20,"  ","   ",YEAR,SOYBEANS,"CHEMICAL, FUNGICIDE: (PYRACLOSTROBIN = 99100)",(D),(D),(D),(D),(D)
2012,KANSAS,20,"  ","   ",YEAR,SOYBEANS,"CHEMICAL, FUNGICIDE: (TOTAL)",(D)," "," "," ",(D)
2012,KENTUCKY,21,"  ","   ",YEAR,SOYBEANS,"CHEMICAL, FUNGICIDE: (AZOXYSTROBIN = 128810)",(D),(D),(D),(D),(D)
2012,KENTUCKY,21,"  ","   ",YEAR,SOYBEANS,"CHEMICAL, FUNGICIDE: (PYRACLOSTROBIN = 99100)","6,000",0.098,0.098,1,4
2012,KENTUCKY,21,"  ","   ",YEAR,SOYBEANS,"CHEMICAL, FUNGICIDE: (TETRACONAZOLE = 120603)",(D),(D),(D),(D),(D)
2012,KENTUCKY,21,"  ","   ",YEAR,SOYBEANS,"CHEMICAL, FUNGICIDE: (TOTAL)","9,000"," "," "," ",7
2012,LOUISIANA,22,"  ","   ",YEAR,SOYBEANS,"CHEMICAL, FUNGICIDE: (AZOXYSTROBIN = 128810)","62,000",0.1,0.131,1.3,42
2012,LOUISIANA,22,"  ","   ",YEAR,SOYBEANS,"CHEMICAL, FUNGICIDE: (FLUXAPYROXAD = 138009)",(D),(D),(D),(D),(D)
2012,LOUISIANA,22,"  ","   ",YEAR,SOYBEANS,"CHEMICAL, FUNGICIDE: (PROPICONAZOLE = 122101)","16,000",0.159,0.159,1,9
2012,LOUISIANA,22,"  ","   ",YEAR,SOYBEANS,"CHEMICAL, FUNGICIDE: (PYRACLOSTROBIN = 99100)","24,000",0.128,0.128,1,17
2012,LOUISIANA,22,"  ","   ",YEAR,SOYBEANS,"CHEMICAL, FUNGICIDE: (TETRACONAZOLE = 120603)",(D),(D),(D),(D),(D)
2012,LOUISIANA,22,"  ","   ",YEAR,SOYBEANS,"CHEMICAL, FUNGICIDE: (THIOPHANATE-METHYL = 102001)",(D),(D),(D),(D),(D)
2012,LOUISIANA,22,"  ","   ",YEAR,SOYBEANS,"CHEMICAL, FUNGICIDE: (TOTAL)","130,000"," "," "," ",71
2012,LOUISIANA,22,"  ","   ",YEAR,SOYBEANS,"CHEMICAL, FUNGICIDE: (TRIFLOXYSTROBIN = 129112)","16,000",0.16,0.16,1,9
2012,MICHIGAN,26,"  ","   ",YEAR,SOYBEANS,"CHEMICAL, FUNGICIDE: (AZOXYSTROBIN = 128810)",(D),(D),(D),(D),(D)
2012,MICHIGAN,26,"  ","   ",YEAR,SOYBEANS,"CHEMICAL, FUNGICIDE: (PROPICONAZOLE = 122101)",(D),(D),(D),(D),(D)
2012,MICHIGAN,26,"  ","   ",YEAR,SOYBEANS,"CHEMICAL, FUNGICIDE: (PYRACLOSTROBIN = 99100)",(D),(D),(D),(D),(D)
2012,MICHIGAN,26,"  ","   ",YEAR,SOYBEANS,"CHEMICAL, FUNGICIDE: (TOTAL)",(D)," "," "," ",(D)
2012,MINNESOTA,27,"  ","   ",YEAR,SOYBEANS,"CHEMICAL, FUNGICIDE: (AZOXYSTROBIN = 128810)","21,000",0.09,0.09,1,3
2012,MINNESOTA,27,"  ","   ",YEAR,SOYBEANS,"CHEMICAL, FUNGICIDE: (PROPICONAZOLE = 122101)",(D),(D),(D),(D),(D)
2012,MINNESOTA,27,"  ","   ",YEAR,SOYBEANS,"CHEMICAL, FUNGICIDE: (PYRACLOSTROBIN = 99100)","30,000",0.098,0.098,1,4
2012,MINNESOTA,27,"  ","   ",YEAR,SOYBEANS,"CHEMICAL, FUNGICIDE: (TETRACONAZOLE = 120603)",(D),(D),(D),(D),(D)
2012,MINNESOTA,27,"  ","   ",YEAR,SOYBEANS,"CHEMICAL, FUNGICIDE: (TOTAL)","54,000"," "," "," ",8
2012,MISSISSIPPI,28,"  ","   ",YEAR,SOYBEANS,"CHEMICAL, FUNGICIDE: (AZOXYSTROBIN = 128810)","42,000",0.094,0.108,1.1,20
2012,MISSISSIPPI,28,"  ","   ",YEAR,SOYBEANS,"CHEMICAL, FUNGICIDE: (PROPICONAZOLE = 122101)",(D),(D),(D),(D),(D)
2012,MISSISSIPPI,28,"  ","   ",YEAR,SOYBEANS,"CHEMICAL, FUNGICIDE: (PROTHIOCONAZOLE = 113961)",(D),(D),(D),(D),(D)
2012,MISSISSIPPI,28,"  ","   ",YEAR,SOYBEANS,"CHEMICAL, FUNGICIDE: (PYRACLOSTROBIN = 99100)","12,000",0.056,0.056,1,11
2012,MISSISSIPPI,28,"  ","   ",YEAR,SOYBEANS,"CHEMICAL, FUNGICIDE: (TETRACONAZOLE = 120603)",(D),(D),(D),(D),(D)
2012,MISSISSIPPI,28,"  ","   ",YEAR,SOYBEANS,"CHEMICAL, FUNGICIDE: (TOTAL)","60,000"," "," "," ",33
2012,MISSISSIPPI,28,"  ","   ",YEAR,SOYBEANS,"CHEMICAL, FUNGICIDE: (TRIFLOXYSTROBIN = 129112)",(D),(D),(D),(D),(D)
2012,MISSOURI,29,"  ","   ",YEAR,SOYBEANS,"CHEMICAL, FUNGICIDE: (AZOXYSTROBIN = 128810)",(D),(D),(D),(D),(D)
2012,MISSOURI,29,"  ","   ",YEAR,SOYBEANS,"CHEMICAL, FUNGICIDE: (PROPICONAZOLE = 122101)",(D),(D),(D),(D),(D)
2012,MISSOURI,29,"  ","   ",YEAR,SOYBEANS,"CHEMICAL, FUNGICIDE: (PYRACLOSTROBIN = 99100)",(D),(D),(D),(D),(D)
2012,MISSOURI,29,"  ","   ",YEAR,SOYBEANS,"CHEMICAL, FUNGICIDE: (TOTAL)","18,000"," "," "," ",4
2012,MISSOURI,29,"  ","   ",YEAR,SOYBEANS,"CHEMICAL, FUNGICIDE: (TRIFLOXYSTROBIN = 129112)",(D),(D),(D),(D),(D)
2012,NEBRASKA,31,"  ","   ",YEAR,SOYBEANS,"CHEMICAL, FUNGICIDE: (AZOXYSTROBIN = 128810)",(D),(D),(D),(D),(D)
2012,NEBRASKA,31,"  ","   ",YEAR,SOYBEANS,"CHEMICAL, FUNGICIDE: (PROPICONAZOLE = 122101)",(D),(D),(D),(D),(D)
2012,NEBRASKA,31,"  ","   ",YEAR,SOYBEANS,"CHEMICAL, FUNGICIDE: (PYRACLOSTROBIN = 99100)",(D),(D),(D),(D),(D)
2012,NEBRASKA,31,"  ","   ",YEAR,SOYBEANS,"CHEMICAL, FUNGICIDE: (TOTAL)","23,000"," "," "," ",5
2012,NEBRASKA,31,"  ","   ",YEAR,SOYBEANS,"CHEMICAL, FUNGICIDE: (TRIFLOXYSTROBIN = 129112)",(D),(D),(D),(D),(D)
2012,"NORTH CAROLINA",37,"  ","   ",YEAR,SOYBEANS,"CHEMICAL, FUNGICIDE: (AZOXYSTROBIN = 128810)",(D),(D),(D),(D),(D)
2012,"NORTH CAROLINA",37,"  ","   ",YEAR,SOYBEANS,"CHEMICAL, FUNGICIDE: (PROPICONAZOLE = 122101)",(D),(D),(D),(D),(D)
2012,"NORTH CAROLINA",37,"  ","   ",YEAR,SOYBEANS,"CHEMICAL, FUNGICIDE: (PYRACLOSTROBIN = 99100)",(D),(D),(D),(D),(D)
2012,"NORTH CAROLINA",37,"  ","   ",YEAR,SOYBEANS,"CHEMICAL, FUNGICIDE: (TETRACONAZOLE = 120603)",(D),(D),(D),(D),(D)
2012,"NORTH CAROLINA",37,"  ","   ",YEAR,SOYBEANS,"CHEMICAL, FUNGICIDE: (TOTAL)","29,000"," "," "," ",14
2012,"NORTH DAKOTA",38,"  ","   ",YEAR,SOYBEANS,"CHEMICAL, FUNGICIDE: (METCONAZOLE = 125619)",(D),(D),(D),(D),(D)
2012,"NORTH DAKOTA",38,"  ","   ",YEAR,SOYBEANS,"CHEMICAL, FUNGICIDE: (PROPICONAZOLE = 122101)",(D),(D),(D),(D),(D)
2012,"NORTH DAKOTA",38,"  ","   ",YEAR,SOYBEANS,"CHEMICAL, FUNGICIDE: (PYRACLOSTROBIN = 99100)",(D),(D),(D),(D),(D)
2012,"NORTH DAKOTA",38,"  ","   ",YEAR,SOYBEANS,"CHEMICAL, FUNGICIDE: (TOTAL)","17,000"," "," "," ",3
2012,"NORTH DAKOTA",38,"  ","   ",YEAR,SOYBEANS,"CHEMICAL, FUNGICIDE: (TRIFLOXYSTROBIN = 129112)",(D),(D),(D),(D),(D)
2012,OHIO,39,"  ","   ",YEAR,SOYBEANS,"CHEMICAL, FUNGICIDE: (AZOXYSTROBIN = 128810)","10,000",0.066,0.066,1,3
2012,OHIO,39,"  ","   ",YEAR,SOYBEANS,"CHEMICAL, FUNGICIDE: (PYRACLOSTROBIN = 99100)","28,000",0.116,0.145,1.3,4
2012,OHIO,39,"  ","   ",YEAR,SOYBEANS,"CHEMICAL, FUNGICIDE: (TETRACONAZOLE = 120603)",(D),(D),(D),(D),(D)
2012,OHIO,39,"  ","   ",YEAR,SOYBEANS,"CHEMICAL, FUNGICIDE: (TOTAL)","40,000"," "," "," ",8
2012,"SOUTH DAKOTA",46,"  ","   ",YEAR,SOYBEANS,"CHEMICAL, FUNGICIDE: (AZOXYSTROBIN = 128810)",(D),(D),(D),(D),(D)
2012,"SOUTH DAKOTA",46,"  ","   ",YEAR,SOYBEANS,"CHEMICAL, FUNGICIDE: (CHLOROTHALONIL = 81901)",(D),(D),(D),(D),(D)
2012,"SOUTH DAKOTA",46,"  ","   ",YEAR,SOYBEANS,"CHEMICAL, FUNGICIDE: (PYRACLOSTROBIN = 99100)",(D),(D),(D),(D),(D)
2012,"SOUTH DAKOTA",46,"  ","   ",YEAR,SOYBEANS,"CHEMICAL, FUNGICIDE: (TOTAL)","77,000"," "," "," ",5
2012,TENNESSEE,47,"  ","   ",YEAR,SOYBEANS,"CHEMICAL, FUNGICIDE: (AZOXYSTROBIN = 128810)","8,000",0.085,0.085,1,8
2012,TENNESSEE,47,"  ","   ",YEAR,SOYBEANS,"CHEMICAL, FUNGICIDE: (PROPICONAZOLE = 122101)","13,000",0.102,0.102,1,10
2012,TENNESSEE,47,"  ","   ",YEAR,SOYBEANS,"CHEMICAL, FUNGICIDE: (PYRACLOSTROBIN = 99100)","6,000",0.075,0.075,1,6
2012,TENNESSEE,47,"  ","   ",YEAR,SOYBEANS,"CHEMICAL, FUNGICIDE: (TETRACONAZOLE = 120603)",(D),(D),(D),(D),(D)
2012,TENNESSEE,47,"  ","   ",YEAR,SOYBEANS,"CHEMICAL, FUNGICIDE: (TOTAL)","33,000"," "," "," ",23
2012,TENNESSEE,47,"  ","   ",YEAR,SOYBEANS,"CHEMICAL, FUNGICIDE: (TRIFLOXYSTROBIN = 129112)",(D),(D),(D),(D),(D)
2012,VIRGINIA,51,"  ","   ",YEAR,SOYBEANS,"CHEMICAL, FUNGICIDE: (AZOXYSTROBIN = 128810)",(D),(D),(D),(D),(D)
2012,VIRGINIA,51,"  ","   ",YEAR,SOYBEANS,"CHEMICAL, FUNGICIDE: (PROPICONAZOLE = 122101)",(D),(D),(D),(D),(D)
2012,VIRGINIA,51,"  ","   ",YEAR,SOYBEANS,"CHEMICAL, FUNGICIDE: (PYRACLOSTROBIN = 99100)","5,000",0.085,0.085,1,10
2012,VIRGINIA,51,"  ","   ",YEAR,SOYBEANS,"CHEMICAL, FUNGICIDE: (TEBUCONAZOLE = 128997)",(D),(D),(D),(D),(D)
2012,VIRGINIA,51,"  ","   ",YEAR,SOYBEANS,"CHEMICAL, FUNGICIDE: (TETRACONAZOLE = 120603)","3,000",0.062,0.062,1,9
2012,VIRGINIA,51,"  ","   ",YEAR,SOYBEANS,"CHEMICAL, FUNGICIDE: (TOTAL)","17,000"," "," "," ",26
2012,VIRGINIA,51,"  ","   ",YEAR,SOYBEANS,"CHEMICAL, FUNGICIDE: (TRIFLOXYSTROBIN = 129112)",(D),(D),(D),(D),(D)
2012,WISCONSIN,55,"  ","   ",YEAR,SOYBEANS,"CHEMICAL, FUNGICIDE: (PROPICONAZOLE = 122101)",(D),(D),(D),(D),(D)
2012,WISCONSIN,55,"  ","   ",YEAR,SOYBEANS,"CHEMICAL, FUNGICIDE: (PYRACLOSTROBIN = 99100)",(D),(D),(D),(D),(D)
2012,WISCONSIN,55,"  ","   ",YEAR,SOYBEANS,"CHEMICAL, FUNGICIDE: (TOTAL)","8,000"," "," "," ",5
2012,WISCONSIN,55,"  ","   ",YEAR,SOYBEANS,"CHEMICAL, FUNGICIDE: (TRIFLOXYSTROBIN = 129112)",(D),(D),(D),(D),(D)
2015,ARKANSAS,05,"  ","   ",YEAR,SOYBEANS,"CHEMICAL, FUNGICIDE: (AZOXYSTROBIN = 128810)","15,000",0.099,0.11,1.1,4
2015,ARKANSAS,05,"  ","   ",YEAR,SOYBEANS,"CHEMICAL, FUNGICIDE: (DIFENOCONAZOLE = 128847)",(D),(D),(D),(D),(D)
2015,ARKANSAS,05,"  ","   ",YEAR,SOYBEANS,"CHEMICAL, FUNGICIDE: (PROPICONAZOLE = 122101)","25,000",0.124,0.134,1.1,6
2015,ARKANSAS,05,"  ","   ",YEAR,SOYBEANS,"CHEMICAL, FUNGICIDE: (PROTHIOCONAZOLE = 113961)",(D),(D),(D),(D),(D)
2015,ARKANSAS,05,"  ","   ",YEAR,SOYBEANS,"CHEMICAL, FUNGICIDE: (TOTAL)","57,000"," "," "," ",10
2015,ARKANSAS,05,"  ","   ",YEAR,SOYBEANS,"CHEMICAL, FUNGICIDE: (TRIFLOXYSTROBIN = 129112)",(D),(D),(D),(D),(D)
2015,ILLINOIS,17,"  ","   ",YEAR,SOYBEANS,"CHEMICAL, FUNGICIDE: (AZOXYSTROBIN = 128810)","17,000",0.053,0.063,1.2,3
2015,ILLINOIS,17,"  ","   ",YEAR,SOYBEANS,"CHEMICAL, FUNGICIDE: (FLUOXASTROBIN = 28869)",(D),(D),(D),(D),(D)
2015,ILLINOIS,17,"  ","   ",YEAR,SOYBEANS,"CHEMICAL, FUNGICIDE: (FLUXAPYROXAD = 138009)","22,000",0.055,0.055,1,4
2015,ILLINOIS,17,"  ","   ",YEAR,SOYBEANS,"CHEMICAL, FUNGICIDE: (PICOXYSTROBIN = 129200)",(D),(D),(D),(D),(D)
2015,ILLINOIS,17,"  ","   ",YEAR,SOYBEANS,"CHEMICAL, FUNGICIDE: (PROPICONAZOLE = 122101)","47,000",0.097,0.108,1.1,4
2015,ILLINOIS,17,"  ","   ",YEAR,SOYBEANS,"CHEMICAL, FUNGICIDE: (PROTHIOCONAZOLE = 113961)",(D),(D),(D),(D),(D)
2015,ILLINOIS,17,"  ","   ",YEAR,SOYBEANS,"CHEMICAL, FUNGICIDE: (PYRACLOSTROBIN = 99100)","53,000",0.112,0.115,1,5
2015,ILLINOIS,17,"  ","   ",YEAR,SOYBEANS,"CHEMICAL, FUNGICIDE: (TEBUCONAZOLE = 128997)",(D),(D),(D),(D),(D)
2015,ILLINOIS,17,"  ","   ",YEAR,SOYBEANS,"CHEMICAL, FUNGICIDE: (TETRACONAZOLE = 120603)",(D),(D),(D),(D),(D)
2015,ILLINOIS,17,"  ","   ",YEAR,SOYBEANS,"CHEMICAL, FUNGICIDE: (TOTAL)","173,000"," "," "," ",12
2015,ILLINOIS,17,"  ","   ",YEAR,SOYBEANS,"CHEMICAL, FUNGICIDE: (TRIFLOXYSTROBIN = 129112)",(D),(D),(D),(D),(D)
2015,INDIANA,18,"  ","   ",YEAR,SOYBEANS,"CHEMICAL, FUNGICIDE: (AZOXYSTROBIN = 128810)","27,000",0.105,0.105,1,5
2015,INDIANA,18,"  ","   ",YEAR,SOYBEANS,"CHEMICAL, FUNGICIDE: (CYPROCONAZOLE = 128993)",(D),(D),(D),(D),(D)
2015,INDIANA,18,"  ","   ",YEAR,SOYBEANS,"CHEMICAL, FUNGICIDE: (DIFENOCONAZOLE = 128847)",(D),(D),(D),(D),(D)
2015,INDIANA,18,"  ","   ",YEAR,SOYBEANS,"CHEMICAL, FUNGICIDE: (FLUXAPYROXAD = 138009)",(D),(D),(D),(D),(D)
2015,INDIANA,18,"  ","   ",YEAR,SOYBEANS,"CHEMICAL, FUNGICIDE: (PICOXYSTROBIN = 129200)",(D),(D),(D),(D),(D)
2015,INDIANA,18,"  ","   ",YEAR,SOYBEANS,"CHEMICAL, FUNGICIDE: (PROPICONAZOLE = 122101)","11,000",0.092,0.092,1,2
2015,INDIANA,18,"  ","   ",YEAR,SOYBEANS,"CHEMICAL, FUNGICIDE: (PYRACLOSTROBIN = 99100)",(D),(D),(D),(D),(D)
