YEAR,LOCATION,"STATE ANSI","ASD CODE","COUNTY ANSI","REFERENCE PERIOD",COMMODITY,DOMAINCAT,"APPLICATIONS in LB","APPLICATIONS in LB / ACRE / APPLICATION, AVG","APPLICATIONS in LB / ACRE / YEAR, AVG","APPLICATIONS in NUMBER, AVG","TREATED in PCT OF AREA PLANTED, AVG"
1996,ILLINOIS,17,"  ","   ",YEAR,SOYBEANS,"CHEMICAL, HERBICIDE: (METRIBUZIN = 101101)","145,000",0.22,0.22,1,7
1996,ILLINOIS,17,"  ","   ",YEAR,SOYBEANS,"CHEMICAL, HERBICIDE: (PENDIMETHALIN = 108501)","4,904,000",1.05,1.12,1.1,44
1996,ILLINOIS,17,"  ","   ",YEAR,SOYBEANS,"CHEMICAL, HERBICIDE: (QUIZALOFOP-ETHYL = 128711)","33,000",0.05,0.06,1.1,6
1996,ILLINOIS,17,"  ","   ",YEAR,SOYBEANS,"CHEMICAL, HERBICIDE: (SETHOXYDIM = 121001)","159,000",0.19,0.19,1,8
1996,ILLINOIS,17,"  ","   ",YEAR,SOYBEANS,"CHEMICAL, HERBICIDE: (THIFENSULFURON = 128845)","3,000",0.003,0.003,1,11
1996,ILLINOIS,17,"  ","   ",YEAR,SOYBEANS,"CHEMICAL, HERBICIDE: (TOTAL)","10,670,000"," "," "," ",97
1996,ILLINOIS,17,"  ","   ",YEAR,SOYBEANS,"CHEMICAL, HERBICIDE: (TRIFLURALIN = 36101)","679,000",0.88,0.88,1,8
1996,INDIANA,18,"  ","   ",YEAR,SOYBEANS,"CHEMICAL, HERBICIDE: (2,4-D = 30001)","486,000",0.38,0.38,1,24
1996,INDIANA,18,"  ","   ",YEAR,SOYBEANS,"CHEMICAL, HERBICIDE: (ACIFLUORFEN, SODIUM = 114402)","84,000",0.21,0.21,1,7
1996,INDIANA,18,"  ","   ",YEAR,SOYBEANS,"CHEMICAL, HERBICIDE: (BENTAZON = 103901)","191,000",0.74,0.74,1,5
1996,INDIANA,18,"  ","   ",YEAR,SOYBEANS,"CHEMICAL, HERBICIDE: (CHLORIMURON-ETHYL = 128901)","22,000",0.02,0.02,1,19
1996,INDIANA,18,"  ","   ",YEAR,SOYBEANS,"CHEMICAL, HERBICIDE: (CLETHODIM = 121011)","28,000",0.11,0.11,1,5
1996,INDIANA,18,"  ","   ",YEAR,SOYBEANS,"CHEMICAL, HERBICIDE: (DIMETHENAMID = 129051)","143,000",0.85,0.85,1,3
1996,INDIANA,18,"  ","   ",YEAR,SOYBEANS,"CHEMICAL, HERBICIDE: (FENOXAPROP = 128701)","14,000",0.13,0.13,1,2
1996,INDIANA,18,"  ","   ",YEAR,SOYBEANS,"CHEMICAL, HERBICIDE: (FLUAZIFOP-P-BUTYL = 122809)","115,000",0.16,0.16,1,13
1996,INDIANA,18,"  ","   ",YEAR,SOYBEANS,"CHEMICAL, HERBICIDE: (FOMESAFEN SODIUM = 123802)","186,000",0.26,0.26,1,13
1996,INDIANA,18,"  ","   ",YEAR,SOYBEANS,"CHEMICAL, HERBICIDE: (GLYPHOSATE = 417300)","1,727,000",0.61,0.65,1.1,49
1996,INDIANA,18,"  ","   ",YEAR,SOYBEANS,"CHEMICAL, HERBICIDE: (IMAZAQUIN = 128848)","171,000",0.11,0.11,1,30
1996,INDIANA,18,"  ","   ",YEAR,SOYBEANS,"CHEMICAL, HERBICIDE: (IMAZETHAPYR = 128922)","95,000",0.06,0.06,1,30
1996,INDIANA,18,"  ","   ",YEAR,SOYBEANS,"CHEMICAL, HERBICIDE: (METOLACHLOR = 108801)","238,000",1.78,1.78,1,2
1996,INDIANA,18,"  ","   ",YEAR,SOYBEANS,"CHEMICAL, HERBICIDE: (METRIBUZIN = 101101)","140,000",0.16,0.16,1,16
1996,INDIANA,18,"  ","   ",YEAR,SOYBEANS,"CHEMICAL, HERBICIDE: (PENDIMETHALIN = 108501)","1,198,000",0.85,0.85,1,26
1996,INDIANA,18,"  ","   ",YEAR,SOYBEANS,"CHEMICAL, HERBICIDE: (QUIZALOFOP-ETHYL = 128711)","18,000",0.05,0.05,1,7
1996,INDIANA,18,"  ","   ",YEAR,SOYBEANS,"CHEMICAL, HERBICIDE: (SETHOXYDIM = 121001)","50,000",0.2,0.2,1,5
1996,INDIANA,18,"  ","   ",YEAR,SOYBEANS,"CHEMICAL, HERBICIDE: (THIFENSULFURON = 128845)","1,000",0.003,0.003,1,9
1996,INDIANA,18,"  ","   ",YEAR,SOYBEANS,"CHEMICAL, HERBICIDE: (TOTAL)","5,845,000"," "," "," ",97
1996,IOWA,19,"  ","   ",YEAR,SOYBEANS,"CHEMICAL, HERBICIDE: (2,4-D = 30001)","504,000",0.46,0.47,1,11
1996,IOWA,19,"  ","   ",YEAR,SOYBEANS,"CHEMICAL, HERBICIDE: (ACIFLUORFEN, SODIUM = 114402)","137,000",0.23,0.23,1,6
1996,IOWA,19,"  ","   ",YEAR,SOYBEANS,"CHEMICAL, HERBICIDE: (ALACHLOR = 90501)","333,000",2,2,1,2
1996,IOWA,19,"  ","   ",YEAR,SOYBEANS,"CHEMICAL, HERBICIDE: (BENTAZON = 103901)","416,000",0.71,0.71,1,6
1996,IOWA,19,"  ","   ",YEAR,SOYBEANS,"CHEMICAL, HERBICIDE: (CHLORIMURON-ETHYL = 128901)","6,000",0.006,0.006,1,9
1996,IOWA,19,"  ","   ",YEAR,SOYBEANS,"CHEMICAL, HERBICIDE: (CLETHODIM = 121011)","54,000",0.11,0.11,1,5
1996,IOWA,19,"  ","   ",YEAR,SOYBEANS,"CHEMICAL, HERBICIDE: (CLOMAZONE = 125401)","141,000",0.79,0.79,1,2
1996,IOWA,19,"  ","   ",YEAR,SOYBEANS,"CHEMICAL, HERBICIDE: (FENOXAPROP = 128701)","72,000",0.1,0.1,1,8
1996,IOWA,19,"  ","   ",YEAR,SOYBEANS,"CHEMICAL, HERBICIDE: (FLUAZIFOP-P-BUTYL = 122809)","42,000",0.05,0.05,1,9
1996,IOWA,19,"  ","   ",YEAR,SOYBEANS,"CHEMICAL, HERBICIDE: (FLUMETSULAM = 129016)","13,000",0.07,0.07,1,2
1996,IOWA,19,"  ","   ",YEAR,SOYBEANS,"CHEMICAL, HERBICIDE: (FLUMICLORAC-PENTYL = 128724)","5,000",0.03,0.03,1,2
1996,IOWA,19,"  ","   ",YEAR,SOYBEANS,"CHEMICAL, HERBICIDE: (GLYPHOSATE = 417300)","952,000",0.59,0.67,1.1,15
1996,IOWA,19,"  ","   ",YEAR,SOYBEANS,"CHEMICAL, HERBICIDE: (IMAZAQUIN = 128848)","27,000",0.05,0.05,1,6
1996,IOWA,19,"  ","   ",YEAR,SOYBEANS,"CHEMICAL, HERBICIDE: (IMAZETHAPYR = 128922)","370,000",0.06,0.06,1,70
1996,IOWA,19,"  ","   ",YEAR,SOYBEANS,"CHEMICAL, HERBICIDE: (LACTOFEN = 128888)","58,000",0.08,0.08,1,8
1996,IOWA,19,"  ","   ",YEAR,SOYBEANS,"CHEMICAL, HERBICIDE: (METOLACHLOR = 108801)","270,000",2.1,2.1,1,1
1996,IOWA,19,"  ","   ",YEAR,SOYBEANS,"CHEMICAL, HERBICIDE: (METRIBUZIN = 101101)","104,000",0.34,0.34,1,3
1996,IOWA,19,"  ","   ",YEAR,SOYBEANS,"CHEMICAL, HERBICIDE: (PENDIMETHALIN = 108501)","3,486,000",1.09,1.12,1,33
1996,IOWA,19,"  ","   ",YEAR,SOYBEANS,"CHEMICAL, HERBICIDE: (QUIZALOFOP-ETHYL = 128711)","27,000",0.05,0.05,1,6
1996,IOWA,19,"  ","   ",YEAR,SOYBEANS,"CHEMICAL, HERBICIDE: (SETHOXYDIM = 121001)","104,000",0.19,0.19,1,6
1996,IOWA,19,"  ","   ",YEAR,SOYBEANS,"CHEMICAL, HERBICIDE: (THIFENSULFURON = 128845)","4,000",0.003,0.003,1,13
1996,IOWA,19,"  ","   ",YEAR,SOYBEANS,"CHEMICAL, HERBICIDE: (TOTAL)","10,821,000"," "," "," ",99
1996,IOWA,19,"  ","   ",YEAR,SOYBEANS,"CHEMICAL, HERBICIDE: (TRIFLURALIN = 36101)","3,578,000",0.94,0.95,1,40
1996,LOUISIANA,22,"  ","   ",YEAR,SOYBEANS,"CHEMICAL, HERBICIDE: (ACIFLUORFEN, SODIUM = 114402)","58,000",0.24,0.25,1,21
1996,LOUISIANA,22,"  ","   ",YEAR,SOYBEANS,"CHEMICAL, HERBICIDE: (BENTAZON = 103901)","41,000",0.5,0.5,1,7
1996,LOUISIANA,22,"  ","   ",YEAR,SOYBEANS,"CHEMICAL, HERBICIDE: (CHLORIMURON-ETHYL = 128901)","7,000",0.05,0.05,1,13
1996,LOUISIANA,22,"  ","   ",YEAR,SOYBEANS,"CHEMICAL, HERBICIDE: (CLETHODIM = 121011)","15,000",0.13,0.13,1.1,10
1996,LOUISIANA,22,"  ","   ",YEAR,SOYBEANS,"CHEMICAL, HERBICIDE: (CLOMAZONE = 125401)","46,000",0.73,0.73,1,6
1996,LOUISIANA,22,"  ","   ",YEAR,SOYBEANS,"CHEMICAL, HERBICIDE: (FLUAZIFOP-P-BUTYL = 122809)","14,000",0.09,0.09,1,14
1996,LOUISIANA,22,"  ","   ",YEAR,SOYBEANS,"CHEMICAL, HERBICIDE: (FOMESAFEN SODIUM = 123802)","64,000",0.26,0.26,1,22
1996,LOUISIANA,22,"  ","   ",YEAR,SOYBEANS,"CHEMICAL, HERBICIDE: (IMAZAQUIN = 128848)","23,000",0.08,0.09,1.1,23
1996,LOUISIANA,22,"  ","   ",YEAR,SOYBEANS,"CHEMICAL, HERBICIDE: (METOLACHLOR = 108801)","573,000",2.01,2.01,1,26
1996,LOUISIANA,22,"  ","   ",YEAR,SOYBEANS,"CHEMICAL, HERBICIDE: (METRIBUZIN = 101101)","75,000",0.33,0.33,1,21
1996,LOUISIANA,22,"  ","   ",YEAR,SOYBEANS,"CHEMICAL, HERBICIDE: (PARAQUAT = 61601)","52,000",0.46,0.46,1,10
1996,LOUISIANA,22,"  ","   ",YEAR,SOYBEANS,"CHEMICAL, HERBICIDE: (PENDIMETHALIN = 108501)","69,000",0.53,0.53,1,12
1996,LOUISIANA,22,"  ","   ",YEAR,SOYBEANS,"CHEMICAL, HERBICIDE: (QUIZALOFOP-ETHYL = 128711)","4,000",0.06,0.08,1.3,5
1996,LOUISIANA,22,"  ","   ",YEAR,SOYBEANS,"CHEMICAL, HERBICIDE: (TOTAL)","1,645,000"," "," "," ",94
1996,LOUISIANA,22,"  ","   ",YEAR,SOYBEANS,"CHEMICAL, HERBICIDE: (TRIFLURALIN = 36101)","280,000",0.88,0.97,1.1,26
1996,MINNESOTA,27,"  ","   ",YEAR,SOYBEANS,"CHEMICAL, HERBICIDE: (ACIFLUORFEN, SODIUM = 114402)","66,000",0.18,0.18,1,6
1996,MINNESOTA,27,"  ","   ",YEAR,SOYBEANS,"CHEMICAL, HERBICIDE: (BENTAZON = 103901)","1,505,000",0.79,1.06,1.3,24
1996,MINNESOTA,27,"  ","   ",YEAR,SOYBEANS,"CHEMICAL, HERBICIDE: (CLOMAZONE = 125401)","104,000",0.77,0.77,1,2
1996,MINNESOTA,27,"  ","   ",YEAR,SOYBEANS,"CHEMICAL, HERBICIDE: (ETHALFLURALIN = 113101)","138,000",0.78,0.78,1,3
1996,MINNESOTA,27,"  ","   ",YEAR,SOYBEANS,"CHEMICAL, HERBICIDE: (FENOXAPROP = 128701)","53,000",0.15,0.17,1.1,5
1996,MINNESOTA,27,"  ","   ",YEAR,SOYBEANS,"CHEMICAL, HERBICIDE: (FLUAZIFOP-P-BUTYL = 122809)","24,000",0.05,0.06,1.1,7
1996,MINNESOTA,27,"  ","   ",YEAR,SOYBEANS,"CHEMICAL, HERBICIDE: (GLYPHOSATE = 417300)","201,000",0.49,0.49,1,7
1996,MINNESOTA,27,"  ","   ",YEAR,SOYBEANS,"CHEMICAL, HERBICIDE: (IMAZETHAPYR = 128922)","203,000",0.05,0.05,1,64
1996,MINNESOTA,27,"  ","   ",YEAR,SOYBEANS,"CHEMICAL, HERBICIDE: (LACTOFEN = 128888)","17,000",0.06,0.06,1,5
1996,MINNESOTA,27,"  ","   ",YEAR,SOYBEANS,"CHEMICAL, HERBICIDE: (PENDIMETHALIN = 108501)","1,150,000",1.14,1.14,1,17
1996,MINNESOTA,27,"  ","   ",YEAR,SOYBEANS,"CHEMICAL, HERBICIDE: (QUIZALOFOP-ETHYL = 128711)","43,000",0.05,0.05,1,15
1996,MINNESOTA,27,"  ","   ",YEAR,SOYBEANS,"CHEMICAL, HERBICIDE: (SETHOXYDIM = 121001)","159,000",0.32,0.32,1,8
1996,MINNESOTA,27,"  ","   ",YEAR,SOYBEANS,"CHEMICAL, HERBICIDE: (THIFENSULFURON = 128845)","2,000",0.002,0.003,1,13
1996,MINNESOTA,27,"  ","   ",YEAR,SOYBEANS,"CHEMICAL, HERBICIDE: (TOTAL)","7,826,000"," "," "," ",98
1996,MINNESOTA,27,"  ","   ",YEAR,SOYBEANS,"CHEMICAL, HERBICIDE: (TRIFLURALIN = 36101)","1,746,000",0.73,0.73,1,40
1996,MISSISSIPPI,28,"  ","   ",YEAR,SOYBEANS,"CHEMICAL, HERBICIDE: (ACIFLUORFEN, SODIUM = 114402)","162,000",0.22,0.26,1.2,35
1996,MISSISSIPPI,28,"  ","   ",YEAR,SOYBEANS,"CHEMICAL, HERBICIDE: (BENTAZON = 103901)","151,000",0.54,0.54,1,16
1996,MISSISSIPPI,28,"  ","   ",YEAR,SOYBEANS,"CHEMICAL, HERBICIDE: (CHLORIMURON-ETHYL = 128901)","21,000",0.03,0.04,1.4,28
1996,MISSISSIPPI,28,"  ","   ",YEAR,SOYBEANS,"CHEMICAL, HERBICIDE: (CLETHODIM = 121011)","24,000",0.12,0.12,1,11
1996,MISSISSIPPI,28,"  ","   ",YEAR,SOYBEANS,"CHEMICAL, HERBICIDE: (CLOMAZONE = 125401)","93,000",0.52,0.52,1,10
1996,MISSISSIPPI,28,"  ","   ",YEAR,SOYBEANS,"CHEMICAL, HERBICIDE: (FLUAZIFOP-P-BUTYL = 122809)","31,000",0.11,0.11,1,16
1996,MISSISSIPPI,28,"  ","   ",YEAR,SOYBEANS,"CHEMICAL, HERBICIDE: (FLUMETSULAM = 129016)","5,000",0.05,0.05,1,5
1996,MISSISSIPPI,28,"  ","   ",YEAR,SOYBEANS,"CHEMICAL, HERBICIDE: (FOMESAFEN SODIUM = 123802)","33,000",0.23,0.24,1,8
1996,MISSISSIPPI,28,"  ","   ",YEAR,SOYBEANS,"CHEMICAL, HERBICIDE: (GLYPHOSATE = 417300)","302,000",0.66,0.83,1.2,20
1996,MISSISSIPPI,28,"  ","   ",YEAR,SOYBEANS,"CHEMICAL, HERBICIDE: (IMAZAQUIN = 128848)","71,000",0.08,0.1,1.2,39
1996,MISSISSIPPI,28,"  ","   ",YEAR,SOYBEANS,"CHEMICAL, HERBICIDE: (METOLACHLOR = 108801)","355,000",1.78,1.78,1,11
1996,MISSISSIPPI,28,"  ","   ",YEAR,SOYBEANS,"CHEMICAL, HERBICIDE: (METRIBUZIN = 101101)","149,000",0.32,0.32,1,26
1996,MISSISSIPPI,28,"  ","   ",YEAR,SOYBEANS,"CHEMICAL, HERBICIDE: (PARAQUAT = 61601)","39,000",0.54,0.54,1,4
1996,MISSISSIPPI,28,"  ","   ",YEAR,SOYBEANS,"CHEMICAL, HERBICIDE: (PENDIMETHALIN = 108501)","140,000",0.81,0.83,1,9
1996,MISSISSIPPI,28,"  ","   ",YEAR,SOYBEANS,"CHEMICAL, HERBICIDE: (TOTAL)","2,287,000"," "," "," ",99
1996,MISSISSIPPI,28,"  ","   ",YEAR,SOYBEANS,"CHEMICAL, HERBICIDE: (TRIFLURALIN = 36101)","619,000",0.76,0.76,1,45
1996,MISSOURI,29,"  ","   ",YEAR,SOYBEANS,"CHEMICAL, HERBICIDE: (ACIFLUORFEN, SODIUM = 114402)","165,000",0.22,0.22,1,18
1996,MISSOURI,29,"  ","   ",YEAR,SOYBEANS,"CHEMICAL, HERBICIDE: (BENTAZON = 103901)","452,000",0.89,0.89,1,12
1996,MISSOURI,29,"  ","   ",YEAR,SOYBEANS,"CHEMICAL, HERBICIDE: (CHLORIMURON-ETHYL = 128901)","15,000",0.02,0.02,1,16
1996,MISSOURI,29,"  ","   ",YEAR,SOYBEANS,"CHEMICAL, HERBICIDE: (CLOMAZONE = 125401)","49,000",0.21,0.21,1,6
1996,MISSOURI,29,"  ","   ",YEAR,SOYBEANS,"CHEMICAL, HERBICIDE: (GLYPHOSATE = 417300)","803,000",0.69,0.81,1.2,24
1996,MISSOURI,29,"  ","   ",YEAR,SOYBEANS,"CHEMICAL, HERBICIDE: (IMAZAQUIN = 128848)","118,000",0.09,0.09,1,31
1996,MISSOURI,29,"  ","   ",YEAR,SOYBEANS,"CHEMICAL, HERBICIDE: (IMAZETHAPYR = 128922)","39,000",0.06,0.06,1,15
1996,MISSOURI,29,"  ","   ",YEAR,SOYBEANS,"CHEMICAL, HERBICIDE: (LACTOFEN = 128888)","77,000",0.11,0.11,1,17
1996,MISSOURI,29,"  ","   ",YEAR,SOYBEANS,"CHEMICAL, HERBICIDE: (METRIBUZIN = 101101)","117,000",0.26,0.26,1,11
1996,MISSOURI,29,"  ","   ",YEAR,SOYBEANS,"CHEMICAL, HERBICIDE: (PENDIMETHALIN = 108501)","541,000",0.77,0.77,1,17
1996,MISSOURI,29,"  ","   ",YEAR,SOYBEANS,"CHEMICAL, HERBICIDE: (QUIZALOFOP-ETHYL = 128711)","9,000",0.06,0.06,1,4
1996,MISSOURI,29,"  ","   ",YEAR,SOYBEANS,"CHEMICAL, HERBICIDE: (SETHOXYDIM = 121001)","171,000",0.41,0.41,1,10
1996,MISSOURI,29,"  ","   ",YEAR,SOYBEANS,"CHEMICAL, HERBICIDE: (THIFENSULFURON = 128845)","1,000",0.003,0.003,1,5
1996,MISSOURI,29,"  ","   ",YEAR,SOYBEANS,"CHEMICAL, HERBICIDE: (TOTAL)","5,373,000"," "," "," ",98
1996,MISSOURI,29,"  ","   ",YEAR,SOYBEANS,"CHEMICAL, HERBICIDE: (TRIFLURALIN = 36101)","1,450,000",1.09,1.09,1,32
1996,NEBRASKA,31,"  ","   ",YEAR,SOYBEANS,"CHEMICAL, HERBICIDE: (2,4-D = 30001)","27,000",0.26,0.26,1,3
1996,NEBRASKA,31,"  ","   ",YEAR,SOYBEANS,"CHEMICAL, HERBICIDE: (ALACHLOR = 90501)","435,000",1.24,1.24,1,12
1996,NEBRASKA,31,"  ","   ",YEAR,SOYBEANS,"CHEMICAL, HERBICIDE: (CHLORIMURON-ETHYL = 128901)","13,000",0.02,0.02,1,24
1996,NEBRASKA,31,"  ","   ",YEAR,SOYBEANS,"CHEMICAL, HERBICIDE: (GLYPHOSATE = 417300)","167,000",0.69,0.87,1.3,6
1996,NEBRASKA,31,"  ","   ",YEAR,SOYBEANS,"CHEMICAL, HERBICIDE: (IMAZETHAPYR = 128922)","87,000",0.05,0.05,1,60
1996,NEBRASKA,31,"  ","   ",YEAR,SOYBEANS,"CHEMICAL, HERBICIDE: (LACTOFEN = 128888)","55,000",0.06,0.06,1,28
1996,NEBRASKA,31,"  ","   ",YEAR,SOYBEANS,"CHEMICAL, HERBICIDE: (METOLACHLOR = 108801)","97,000",1.89,1.89,1,2
1996,NEBRASKA,31,"  ","   ",YEAR,SOYBEANS,"CHEMICAL, HERBICIDE: (METRIBUZIN = 101101)","99,000",0.21,0.21,1,15
1996,NEBRASKA,31,"  ","   ",YEAR,SOYBEANS,"CHEMICAL, HERBICIDE: (PENDIMETHALIN = 108501)","883,000",0.82,0.9,1.1,32
1996,NEBRASKA,31,"  ","   ",YEAR,SOYBEANS,"CHEMICAL, HERBICIDE: (THIFENSULFURON = 128845)","1,000",0.003,0.003,1,10
1996,NEBRASKA,31,"  ","   ",YEAR,SOYBEANS,"CHEMICAL, HERBICIDE: (TOTAL)","3,459,000"," "," "," ",99
1996,NEBRASKA,31,"  ","   ",YEAR,SOYBEANS,"CHEMICAL, HERBICIDE: (TRIFLURALIN = 36101)","439,000",0.82,0.82,1,18
1996,OHIO,39,"  ","   ",YEAR,SOYBEANS,"CHEMICAL, HERBICIDE: (2,4-D = 30001)","354,000",0.4,0.4,1,20
1996,OHIO,39,"  ","   ",YEAR,SOYBEANS,"CHEMICAL, HERBICIDE: (ACIFLUORFEN, SODIUM = 114402)","168,000",0.31,0.31,1,12
1996,OHIO,39,"  ","   ",YEAR,SOYBEANS,"CHEMICAL, HERBICIDE: (ALACHLOR = 90501)","410,000",2.51,2.51,1,4
1996,OHIO,39,"  ","   ",YEAR,SOYBEANS,"CHEMICAL, HERBICIDE: (BENTAZON = 103901)","543,000",0.88,0.88,1,14
1996,OHIO,39,"  ","   ",YEAR,SOYBEANS,"CHEMICAL, HERBICIDE: (CHLORIMURON-ETHYL = 128901)","21,000",0.02,0.02,1,21
1996,OHIO,39,"  ","   ",YEAR,SOYBEANS,"CHEMICAL, HERBICIDE: (GLYPHOSATE = 417300)","1,614,000",0.73,0.73,1,49
1996,OHIO,39,"  ","   ",YEAR,SOYBEANS,"CHEMICAL, HERBICIDE: (IMAZAQUIN = 128848)","66,000",0.1,0.1,1,15
1996,OHIO,39,"  ","   ",YEAR,SOYBEANS,"CHEMICAL, HERBICIDE: (IMAZETHAPYR = 128922)","47,000",0.05,0.05,1,19
1996,OHIO,39,"  ","   ",YEAR,SOYBEANS,"CHEMICAL, HERBICIDE: (LACTOFEN = 128888)","38,000",0.08,0.08,1,11
1996,OHIO,39,"  ","   ",YEAR,SOYBEANS,"CHEMICAL, HERBICIDE: (LINURON = 35506)","148,000",0.53,0.53,1,6
1996,OHIO,39,"  ","   ",YEAR,SOYBEANS,"CHEMICAL, HERBICIDE: (METOLACHLOR = 108801)","686,000",1.93,1.93,1,8
1996,OHIO,39,"  ","   ",YEAR,SOYBEANS,"CHEMICAL, HERBICIDE: (METRIBUZIN = 101101)","179,000",0.28,0.28,1,14
1996,OHIO,39,"  ","   ",YEAR,SOYBEANS,"CHEMICAL, HERBICIDE: (PENDIMETHALIN = 108501)","652,000",0.81,0.81,1,18
1996,OHIO,39,"  ","   ",YEAR,SOYBEANS,"CHEMICAL, HERBICIDE: (QUIZALOFOP-ETHYL = 128711)","26,000",0.06,0.06,1,10
1996,OHIO,39,"  ","   ",YEAR,SOYBEANS,"CHEMICAL, HERBICIDE: (SETHOXYDIM = 121001)","317,000",0.25,0.25,1,28
1996,OHIO,39,"  ","   ",YEAR,SOYBEANS,"CHEMICAL, HERBICIDE: (THIFENSULFURON = 128845)","1,000",0.002,0.002,1,14
1996,OHIO,39,"  ","   ",YEAR,SOYBEANS,"CHEMICAL, HERBICIDE: (TOTAL)","5,692,000"," "," "," ",98
1996,TENNESSEE,47,"  ","   ",YEAR,SOYBEANS,"CHEMICAL, HERBICIDE: (ACIFLUORFEN, SODIUM = 114402)","88,000",0.25,0.25,1,30
