LOCATION,YEAR,MONTH,Cooling_degree_days,Anomaly
MISSISSIPPI,2009,04,51,-23
MISSISSIPPI,2009,05,227,-2
MISSISSIPPI,2009,06,458,42
MISSISSIPPI,2009,07,449,-45
MISSISSIPPI,2009,08,427,-60
MISSISSIPPI,2009,09,330,4
MISSISSIPPI,2009,10,70,-33
MISSISSIPPI,2009,11,10,-5
MISSISSIPPI,2009,12,1,-6
MISSISSIPPI,2010,01,2,-11
MISSISSIPPI,2010,02,0,-12
MISSISSIPPI,2010,03,12,-30
MISSISSIPPI,2010,04,79,5
MISSISSIPPI,2010,05,299,70
MISSISSIPPI,2010,06,512,96
MISSISSIPPI,2010,07,547,53
MISSISSIPPI,2010,08,577,90
MISSISSIPPI,2010,09,363,37
MISSISSIPPI,2010,10,97,-6
MISSISSIPPI,2010,11,15,0
MISSISSIPPI,2010,12,0,-7
MISSISSIPPI,2011,01,5,-8
MISSISSIPPI,2011,02,9,-3
MISSISSIPPI,2011,03,42,0
MISSISSIPPI,2011,04,113,39
MISSISSIPPI,2011,05,193,-36
MISSISSIPPI,2011,06,516,100
MISSISSIPPI,2011,07,553,59
MISSISSIPPI,2011,08,559,72
MISSISSIPPI,2011,09,239,-87
MISSISSIPPI,2011,10,47,-56
MISSISSIPPI,2011,11,15,0
MISSISSIPPI,2011,12,5,-2
MISSISSIPPI,2012,01,28,15
MISSISSIPPI,2012,02,17,5
MISSISSIPPI,2012,03,132,90
MISSISSIPPI,2012,04,93,19
MISSISSIPPI,2012,05,292,63
MISSISSIPPI,2012,06,397,-19
MISSISSIPPI,2012,07,522,28
MISSISSIPPI,2012,08,450,-37
MISSISSIPPI,2012,09,290,-36
MISSISSIPPI,2012,10,58,-45
MISSISSIPPI,2012,11,4,-11
MISSISSIPPI,2012,12,14,7
MISSISSIPPI,2013,01,22,9
MISSISSIPPI,2013,02,8,-4
MISSISSIPPI,2013,03,8,-34
MISSISSIPPI,2013,04,43,-31
MISSISSIPPI,2013,05,150,-79
MISSISSIPPI,2013,06,418,2
MISSISSIPPI,2013,07,425,-69
MISSISSIPPI,2013,08,452,-35
MISSISSIPPI,2013,09,361,35
MISSISSIPPI,2013,10,106,3
MISSISSIPPI,2013,11,4,-11
MISSISSIPPI,2013,12,4,-3
MISSISSIPPI,2014,01,0,-13
MISSISSIPPI,2014,02,4,-8
MISSISSIPPI,2014,03,11,-31
MISSISSIPPI,2014,04,50,-24
MISSISSIPPI,2014,05,193,-36
MISSISSIPPI,2014,06,406,-10
MISSISSIPPI,2014,07,391,-103
MISSISSIPPI,2014,08,461,-26
MISSISSIPPI,2014,09,347,21
MISSISSIPPI,2014,10,121,18
MISSISSIPPI,2014,11,1,-14
MISSISSIPPI,2014,12,11,4
MISSISSIPPI,2015,01,8,-5
MISSISSIPPI,2015,02,0,-12
MISSISSIPPI,2015,03,45,3
MISSISSIPPI,2015,04,116,42
MISSISSIPPI,2015,05,239,10
MISSISSIPPI,2015,06,424,8
MISSISSIPPI,2015,07,549,55
MISSISSIPPI,2015,08,468,-19
MISSISSIPPI,2015,09,338,12
MISSISSIPPI,2015,10,122,19
MISSISSIPPI,2015,11,35,20
MISSISSIPPI,2015,12,38,31
MISSISSIPPI,2016,01,7,-6
MISSISSIPPI,2016,02,12,0
MISSISSIPPI,2016,03,64,22
MISSISSIPPI,2016,04,82,8
MISSISSIPPI,2016,05,190,-39
MISSISSIPPI,2016,06,454,38
MISSISSIPPI,2016,07,540,46
MISSISSIPPI,2016,08,525,38
MISSISSIPPI,2016,09,419,93
MISSISSIPPI,2016,10,169,66
MISSISSIPPI,2016,11,27,12
MISSISSIPPI,2016,12,10,3
MISSISSIPPI,2017,01,38,25
MISSISSIPPI,2017,02,39,27
MISSISSIPPI,2017,03,63,21
MISSISSIPPI,2017,04,115,41
MISSISSIPPI,2017,05,178,-51
MISSISSIPPI,2017,06,350,-66
MISSISSIPPI,2017,07,501,7
MISSISSIPPI,2017,08,444,-43
MISSISSIPPI,2017,09,289,-37
MISSISSIPPI,2017,10,115,12
MISSISSIPPI,2017,11,20,5
MISSISSIPPI,2017,12,4,-3
MISSISSIPPI,2018,01,1,-12
MISSISSIPPI,2018,02,46,34
MISSISSIPPI,2018,03,36,-6
MISSISSIPPI,2018,04,19,-55
MISSISSIPPI,2018,05,335,106
MISSISSIPPI,2018,06,470,54
MISSISSIPPI,2018,07,519,25
MISSISSIPPI,2018,08,472,-15
MISSISSIPPI,2018,09,419,93
MISSISSIPPI,2018,10,142,39
MISSISSIPPI,2018,11,3,-12
MISSISSIPPI,2018,12,7,0
MISSISSIPPI,2019,01,12,-1
MISSOURI,1996,01,0,0
MISSOURI,1996,02,0,0
MISSOURI,1996,03,0,-10
MISSOURI,1996,04,2,-12
MISSOURI,1996,05,105,0
MISSOURI,1996,06,237,-33
MISSOURI,1996,07,306,-80
MISSOURI,1996,08,305,-44
MISSOURI,1996,09,87,-67
MISSOURI,1996,10,15,-4
MISSOURI,1996,11,0,-1
MISSOURI,1996,12,0,0
MISSOURI,1997,01,0,0
MISSOURI,1997,02,0,0
MISSOURI,1997,03,10,0
MISSOURI,1997,04,0,-14
MISSOURI,1997,05,34,-71
MISSOURI,1997,06,209,-61
MISSOURI,1997,07,389,3
MISSOURI,1997,08,280,-69
MISSOURI,1997,09,147,-7
MISSOURI,1997,10,17,-2
MISSOURI,1997,11,0,-1
MISSOURI,1997,12,0,0
MISSOURI,1998,01,0,0
MISSOURI,1998,02,0,0
MISSOURI,1998,03,0,-10
MISSOURI,1998,04,3,-11
MISSOURI,1998,05,170,65
MISSOURI,1998,06,252,-18
MISSOURI,1998,07,392,6
MISSOURI,1998,08,368,19
MISSOURI,1998,09,255,101
MISSOURI,1998,10,24,5
MISSOURI,1998,11,0,-1
MISSOURI,1998,12,0,0
MISSOURI,1999,01,0,0
MISSOURI,1999,02,0,0
MISSOURI,1999,03,0,-10
MISSOURI,1999,04,14,0
MISSOURI,1999,05,82,-23
MISSOURI,1999,06,233,-37
MISSOURI,1999,07,462,76
MISSOURI,1999,08,325,-24
MISSOURI,1999,09,112,-42
MISSOURI,1999,10,16,-3
MISSOURI,1999,11,7,6
MISSOURI,1999,12,0,0
MISSOURI,2000,01,0,0
MISSOURI,2000,02,0,0
MISSOURI,2000,03,12,2
MISSOURI,2000,04,7,-7
MISSOURI,2000,05,136,31
MISSOURI,2000,06,195,-75
MISSOURI,2000,07,341,-45
MISSOURI,2000,08,434,85
MISSOURI,2000,09,155,1
MISSOURI,2000,10,35,16
MISSOURI,2000,11,0,-1
MISSOURI,2000,12,0,0
MISSOURI,2001,01,0,0
MISSOURI,2001,02,0,0
MISSOURI,2001,03,0,-10
MISSOURI,2001,04,35,21
MISSOURI,2001,05,113,8
MISSOURI,2001,06,209,-61
MISSOURI,2001,07,423,37
MISSOURI,2001,08,371,22
MISSOURI,2001,09,108,-46
MISSOURI,2001,10,12,-7
MISSOURI,2001,11,6,5
MISSOURI,2001,12,0,0
MISSOURI,2002,01,0,0
MISSOURI,2002,02,0,0
MISSOURI,2002,03,0,-10
MISSOURI,2002,04,15,1
MISSOURI,2002,05,49,-56
MISSOURI,2002,06,296,26
MISSOURI,2002,07,433,47
MISSOURI,2002,08,364,15
MISSOURI,2002,09,194,40
MISSOURI,2002,10,3,-16
MISSOURI,2002,11,0,-1
MISSOURI,2002,12,0,0
MISSOURI,2003,01,0,0
MISSOURI,2003,02,0,0
MISSOURI,2003,03,3,-7
MISSOURI,2003,04,13,-1
MISSOURI,2003,05,75,-30
MISSOURI,2003,06,154,-116
MISSOURI,2003,07,398,12
MISSOURI,2003,08,422,73
MISSOURI,2003,09,87,-67
MISSOURI,2003,10,18,-1
MISSOURI,2003,11,0,-1
MISSOURI,2003,12,0,0
MISSOURI,2004,01,0,0
MISSOURI,2004,02,0,0
MISSOURI,2004,03,12,2
MISSOURI,2004,04,11,-3
MISSOURI,2004,05,132,27
MISSOURI,2004,06,186,-84
MISSOURI,2004,07,290,-96
MISSOURI,2004,08,194,-155
MISSOURI,2004,09,148,-6
MISSOURI,2004,10,23,4
MISSOURI,2004,11,0,-1
MISSOURI,2004,12,0,0
MISSOURI,2005,01,0,0
MISSOURI,2005,02,0,0
MISSOURI,2005,03,0,-10
MISSOURI,2005,04,14,0
MISSOURI,2005,05,72,-33
MISSOURI,2005,06,307,37
MISSOURI,2005,07,404,18
MISSOURI,2005,08,390,41
MISSOURI,2005,09,221,67
MISSOURI,2005,10,16,-3
MISSOURI,2005,11,0,-1
MISSOURI,2005,12,0,0
MISSOURI,2006,01,2,2
MISSOURI,2006,02,0,0
MISSOURI,2006,03,8,-2
MISSOURI,2006,04,37,23
MISSOURI,2006,05,92,-13
MISSOURI,2006,06,256,-14
MISSOURI,2006,07,432,46
MISSOURI,2006,08,407,58
MISSOURI,2006,09,89,-65
MISSOURI,2006,10,7,-12
MISSOURI,2006,11,0,-1
MISSOURI,2006,12,0,0
MISSOURI,2007,01,0,0
MISSOURI,2007,02,0,0
MISSOURI,2007,03,27,17
MISSOURI,2007,04,0,-14
MISSOURI,2007,05,158,53
MISSOURI,2007,06,256,-14
MISSOURI,2007,07,337,-49
MISSOURI,2007,08,498,149
MISSOURI,2007,09,189,35
MISSOURI,2007,10,36,17
MISSOURI,2007,11,0,-1
MISSOURI,2007,12,0,0
MISSOURI,2008,01,0,0
MISSOURI,2008,02,0,0
MISSOURI,2008,03,2,-8
MISSOURI,2008,04,0,-14
MISSOURI,2008,05,60,-45
MISSOURI,2008,06,258,-12
MISSOURI,2008,07,353,-33
MISSOURI,2008,08,279,-70
MISSOURI,2008,09,124,-30
MISSOURI,2008,10,12,-7
MISSOURI,2008,11,0,-1
MISSOURI,2008,12,0,0
MISSOURI,2009,01,0,0
MISSOURI,2009,02,0,0
MISSOURI,2009,03,8,-2
MISSOURI,2009,04,3,-11
MISSOURI,2009,05,82,-23
MISSOURI,2009,06,285,15
MISSOURI,2009,07,245,-141
MISSOURI,2009,08,244,-105
MISSOURI,2009,09,113,-41
MISSOURI,2009,10,0,-19
MISSOURI,2009,11,2,1
MISSOURI,2009,12,0,0
MISSOURI,2010,01,0,0
MISSOURI,2010,02,0,0
MISSOURI,2010,03,6,-4
MISSOURI,2010,04,35,21
MISSOURI,2010,05,90,-15
MISSOURI,2010,06,357,87
MISSOURI,2010,07,429,43
MISSOURI,2010,08,424,75
MISSOURI,2010,09,151,-3
MISSOURI,2010,10,23,4
MISSOURI,2010,11,0,-1
MISSOURI,2010,12,0,0
MISSOURI,2011,01,0,0
MISSOURI,2011,02,0,0
MISSOURI,2011,03,5,-5
MISSOURI,2011,04,14,0
MISSOURI,2011,05,68,-37
MISSOURI,2011,06,312,42
MISSOURI,2011,07,543,157
MISSOURI,2011,08,391,42
MISSOURI,2011,09,87,-67
MISSOURI,2011,10,19,0
MISSOURI,2011,11,0,-1
MISSOURI,2011,12,0,0
MISSOURI,2012,01,0,0
MISSOURI,2012,02,0,0
MISSOURI,2012,03,62,52
MISSOURI,2012,04,23,9
MISSOURI,2012,05,179,74
MISSOURI,2012,06,295,25
MISSOURI,2012,07,576,190
MISSOURI,2012,08,346,-3
MISSOURI,2012,09,118,-36
MISSOURI,2012,10,9,-10
MISSOURI,2012,11,0,-1
MISSOURI,2012,12,0,0
MISSOURI,2013,01,0,0
MISSOURI,2013,02,0,0
MISSOURI,2013,03,0,-10
MISSOURI,2013,04,2,-12
MISSOURI,2013,05,77,-28
MISSOURI,2013,06,243,-27
MISSOURI,2013,07,309,-77
MISSOURI,2013,08,306,-43
MISSOURI,2013,09,195,41
MISSOURI,2013,10,13,-6
MISSOURI,2013,11,0,-1
MISSOURI,2013,12,0,0
MISSOURI,2014,01,0,0
MISSOURI,2014,02,0,0
MISSOURI,2014,03,0,-10
MISSOURI,2014,04,8,-6
MISSOURI,2014,05,103,-2
MISSOURI,2014,06,265,-5
MISSOURI,2014,07,241,-145
MISSOURI,2014,08,350,1
MISSOURI,2014,09,120,-34
MISSOURI,2014,10,20,1
MISSOURI,2014,11,0,-1
MISSOURI,2014,12,0,0
MISSOURI,2015,01,0,0
MISSOURI,2015,02,0,0
MISSOURI,2015,03,4,-6
MISSOURI,2015,04,17,3
MISSOURI,2015,05,97,-8
MISSOURI,2015,06,277,7
MISSOURI,2015,07,372,-14
MISSOURI,2015,08,267,-82
MISSOURI,2015,09,220,66
MISSOURI,2015,10,20,1
MISSOURI,2015,11,0,-1
MISSOURI,2015,12,0,0
MISSOURI,2016,01,0,0
MISSOURI,2016,02,0,0
MISSOURI,2016,03,18,8
MISSOURI,2016,04,15,1
MISSOURI,2016,05,68,-37
MISSOURI,2016,06,357,87
MISSOURI,2016,07,394,8
MISSOURI,2016,08,357,8
MISSOURI,2016,09,217,63
MISSOURI,2016,10,56,37
MISSOURI,2016,11,5,4
MISSOURI,2016,12,0,0
MISSOURI,2017,01,0,0
MISSOURI,2017,02,7,7
MISSOURI,2017,03,12,2
MISSOURI,2017,04,21,7
MISSOURI,2017,05,85,-20
MISSOURI,2017,06,261,-9
MISSOURI,2017,07,422,36
MISSOURI,2017,08,230,-119
MISSOURI,2017,09,186,32
MISSOURI,2017,10,28,9
MISSOURI,2017,11,0,-1
MISSOURI,2017,12,0,0
MISSOURI,2018,01,0,0
MISSOURI,2018,02,0,0
MISSOURI,2018,03,3,-7
MISSOURI,2018,04,0,-14
MISSOURI,2018,05,251,146
MISSOURI,2018,06,369,99
MISSOURI,2018,07,401,15
MISSOURI,2018,08,358,9
MISSOURI,2018,09,206,52
MISSOURI,2018,10,15,-4
MISSOURI,2018,11,0,-1
MISSOURI,2018,12,0,0
MISSOURI,2019,01,0,0
MONTANA,1996,01,0,-1
MONTANA,1996,02,0,0
MONTANA,1996,03,0,0
MONTANA,1996,04,0,0
MONTANA,1996,05,0,-1
MONTANA,1996,06,28,7
MONTANA,1996,07,81,-31
MONTANA,1996,08,79,8
MONTANA,1996,09,6,-9
MONTANA,1996,10,0,0
MONTANA,1996,11,0,0
MONTANA,1996,12,0,0
MONTANA,1997,01,0,-1
MONTANA,1997,02,0,0
MONTANA,1997,03,0,0
MONTANA,1997,04,0,0
MONTANA,1997,05,1,0
MONTANA,1997,06,27,6
MONTANA,1997,07,53,-59
MONTANA,1997,08,57,-14
MONTANA,1997,09,22,7
MONTANA,1997,10,0,0
MONTANA,1997,11,0,0
MONTANA,1997,12,0,0
MONTANA,1998,01,0,-1
MONTANA,1998,02,2,2
MONTANA,1998,03,0,0
MONTANA,1998,04,0,0
MONTANA,1998,05,2,1
MONTANA,1998,06,5,-16
MONTANA,1998,07,126,14
MONTANA,1998,08,100,29
MONTANA,1998,09,45,30
MONTANA,1998,10,0,0
MONTANA,1998,11,0,0
MONTANA,1998,12,0,0
MONTANA,1999,01,0,-1
MONTANA,1999,02,1,1
MONTANA,1999,03,0,0
MONTANA,1999,04,0,0
MONTANA,1999,05,1,0
MONTANA,1999,06,12,-9
MONTANA,1999,07,54,-58
MONTANA,1999,08,82,11
MONTANA,1999,09,4,-11
MONTANA,1999,10,0,0
MONTANA,1999,11,0,0
MONTANA,1999,12,0,0
MONTANA,2000,01,0,-1
MONTANA,2000,02,0,0
MONTANA,2000,03,0,0
MONTANA,2000,04,0,0
MONTANA,2000,05,1,0
MONTANA,2000,06,14,-7
MONTANA,2000,07,109,-3
MONTANA,2000,08,86,15
MONTANA,2000,09,9,-6
MONTANA,2000,10,0,0
MONTANA,2000,11,0,0
MONTANA,2000,12,0,0
MONTANA,2001,01,1,0
MONTANA,2001,02,0,0
MONTANA,2001,03,0,0
MONTANA,2001,04,0,0
MONTANA,2001,05,4,3
MONTANA,2001,06,17,-4
MONTANA,2001,07,91,-21
MONTANA,2001,08,122,51
MONTANA,2001,09,27,12
MONTANA,2001,10,0,0
MONTANA,2001,11,0,0
MONTANA,2001,12,0,0
MONTANA,2002,01,0,-1
MONTANA,2002,02,0,0
MONTANA,2002,03,0,0
MONTANA,2002,04,0,0
MONTANA,2002,05,0,-1
MONTANA,2002,06,22,1
MONTANA,2002,07,132,20
MONTANA,2002,08,26,-45
MONTANA,2002,09,11,-4
MONTANA,2002,10,0,0
MONTANA,2002,11,0,0
MONTANA,2002,12,0,0
MONTANA,2003,01,0,-1
MONTANA,2003,02,0,0
MONTANA,2003,03,0,0
MONTANA,2003,04,0,0
MONTANA,2003,05,1,0
MONTANA,2003,06,14,-7
MONTANA,2003,07,156,44
MONTANA,2003,08,138,67
MONTANA,2003,09,10,-5
MONTANA,2003,10,0,0
MONTANA,2003,11,0,0
MONTANA,2003,12,0,0
MONTANA,2004,01,0,-1
MONTANA,2004,02,0,0
MONTANA,2004,03,0,0
MONTANA,2004,04,0,0
MONTANA,2004,05,0,-1
MONTANA,2004,06,8,-13
MONTANA,2004,07,79,-33
MONTANA,2004,08,37,-34
MONTANA,2004,09,8,-7
MONTANA,2004,10,0,0
MONTANA,2004,11,0,0
MONTANA,2004,12,0,0
MONTANA,2005,01,0,-1
MONTANA,2005,02,0,0
MONTANA,2005,03,0,0
MONTANA,2005,04,0,0
MONTANA,2005,05,0,-1
MONTANA,2005,06,15,-6
MONTANA,2005,07,98,-14
MONTANA,2005,08,49,-22
MONTANA,2005,09,11,-4
MONTANA,2005,10,0,0
MONTANA,2005,11,0,0
MONTANA,2005,12,0,0
MONTANA,2006,01,6,5
MONTANA,2006,02,0,0
MONTANA,2006,03,0,0
MONTANA,2006,04,0,0
MONTANA,2006,05,3,2
MONTANA,2006,06,36,15
MONTANA,2006,07,166,54
MONTANA,2006,08,65,-6
MONTANA,2006,09,11,-4
MONTANA,2006,10,0,0
MONTANA,2006,11,0,0
MONTANA,2006,12,0,0
MONTANA,2007,01,0,-1
MONTANA,2007,02,0,0
MONTANA,2007,03,0,0
MONTANA,2007,04,0,0
MONTANA,2007,05,2,1
MONTANA,2007,06,27,6
MONTANA,2007,07,219,107
MONTANA,2007,08,71,0
MONTANA,2007,09,10,-5
MONTANA,2007,10,0,0
MONTANA,2007,11,0,0
MONTANA,2007,12,0,0
MONTANA,2008,01,0,-1
MONTANA,2008,02,0,0
MONTANA,2008,03,0,0
MONTANA,2008,04,0,0
MONTANA,2008,05,1,0
MONTANA,2008,06,10,-11
MONTANA,2008,07,83,-29
MONTANA,2008,08,68,-3
MONTANA,2008,09,7,-8
MONTANA,2008,10,0,0
MONTANA,2008,11,0,0
MONTANA,2008,12,0,0
MONTANA,2009,01,0,-1
MONTANA,2009,02,0,0
MONTANA,2009,03,0,0
MONTANA,2009,04,0,0
MONTANA,2009,05,1,0
MONTANA,2009,06,9,-12
MONTANA,2009,07,61,-51
MONTANA,2009,08,47,-24
MONTANA,2009,09,38,23
MONTANA,2009,10,0,0
MONTANA,2009,11,0,0
MONTANA,2009,12,0,0
MONTANA,2010,01,0,-1
MONTANA,2010,02,0,0
MONTANA,2010,03,0,0
MONTANA,2010,04,0,0
MONTANA,2010,05,0,-1
MONTANA,2010,06,13,-8
MONTANA,2010,07,57,-55
MONTANA,2010,08,48,-23
MONTANA,2010,09,8,-7
MONTANA,2010,10,0,0
MONTANA,2010,11,0,0
MONTANA,2010,12,0,0
MONTANA,2011,01,0,-1
MONTANA,2011,02,0,0
MONTANA,2011,03,0,0
MONTANA,2011,04,0,0
MONTANA,2011,05,0,-1
MONTANA,2011,06,10,-11
MONTANA,2011,07,84,-28
MONTANA,2011,08,88,17
MONTANA,2011,09,25,10
MONTANA,2011,10,0,0
MONTANA,2011,11,0,0
MONTANA,2011,12,0,0
MONTANA,2012,01,1,0
MONTANA,2012,02,0,0
MONTANA,2012,03,1,1
MONTANA,2012,04,0,0
MONTANA,2012,05,1,0
MONTANA,2012,06,29,8
MONTANA,2012,07,153,41
MONTANA,2012,08,86,15
MONTANA,2012,09,25,10
MONTANA,2012,10,0,0
MONTANA,2012,11,0,0
MONTANA,2012,12,0,0
MONTANA,2013,01,0,-1
MONTANA,2013,02,0,0
MONTANA,2013,03,0,0
MONTANA,2013,04,0,0
MONTANA,2013,05,1,0
MONTANA,2013,06,18,-3
MONTANA,2013,07,112,0
MONTANA,2013,08,100,29
MONTANA,2013,09,26,11
MONTANA,2013,10,0,0
MONTANA,2013,11,0,0
MONTANA,2013,12,0,0
MONTANA,2014,01,1,0
MONTANA,2014,02,0,0
MONTANA,2014,03,0,0
MONTANA,2014,04,0,0
MONTANA,2014,05,1,0
MONTANA,2014,06,10,-11
MONTANA,2014,07,109,-3
MONTANA,2014,08,59,-12
MONTANA,2014,09,11,-4
MONTANA,2014,10,0,0
MONTANA,2014,11,0,0
MONTANA,2014,12,0,0
MONTANA,2015,01,0,-1
MONTANA,2015,02,0,0
MONTANA,2015,03,0,0
MONTANA,2015,04,0,0
MONTANA,2015,05,0,-1
MONTANA,2015,06,59,38
MONTANA,2015,07,78,-34
MONTANA,2015,08,75,4
MONTANA,2015,09,21,6
MONTANA,2015,10,0,0
MONTANA,2015,11,0,0
MONTANA,2015,12,0,0
MONTANA,2016,01,0,-1
MONTANA,2016,02,2,2
MONTANA,2016,03,0,0
MONTANA,2016,04,0,0
MONTANA,2016,05,1,0
MONTANA,2016,06,44,23
MONTANA,2016,07,74,-38
MONTANA,2016,08,54,-17
MONTANA,2016,09,9,-6
MONTANA,2016,10,0,0
MONTANA,2016,11,0,0
MONTANA,2016,12,0,0
MONTANA,2017,01,0,-1
MONTANA,2017,02,0,0
MONTANA,2017,03,0,0
MONTANA,2017,04,0,0
MONTANA,2017,05,2,1
MONTANA,2017,06,27,6
MONTANA,2017,07,173,61
MONTANA,2017,08,74,3
MONTANA,2017,09,11,-4
MONTANA,2017,10,0,0
MONTANA,2017,11,0,0
MONTANA,2017,12,0,0
MONTANA,2018,01,0,-1
MONTANA,2018,02,0,0
MONTANA,2018,03,0,0
MONTANA,2018,04,0,0
MONTANA,2018,05,7,6
MONTANA,2018,06,19,-2
MONTANA,2018,07,88,-24
MONTANA,2018,08,54,-17
MONTANA,2018,09,6,-9
MONTANA,2018,10,0,0
MONTANA,2018,11,0,0
MONTANA,2018,12,0,0
MONTANA,2019,01,1,0
NEBRASKA,1996,01,0,0
NEBRASKA,1996,02,0,0
NEBRASKA,1996,03,0,-4
NEBRASKA,1996,04,0,-4
NEBRASKA,1996,05,33,-34
NEBRASKA,1996,06,215,-6
NEBRASKA,1996,07,243,-102
NEBRASKA,1996,08,215,-61
NEBRASKA,1996,09,53,-54
NEBRASKA,1996,10,6,-1
NEBRASKA,1996,11,0,0
NEBRASKA,1996,12,0,0
NEBRASKA,1997,01,0,0
NEBRASKA,1997,02,0,0
NEBRASKA,1997,03,0,-4
NEBRASKA,1997,04,0,-4
NEBRASKA,1997,05,24,-43
NEBRASKA,1997,06,217,-4
NEBRASKA,1997,07,331,-14
NEBRASKA,1997,08,229,-47
NEBRASKA,1997,09,115,8
NEBRASKA,1997,10,6,-1
NEBRASKA,1997,11,0,0
NEBRASKA,1997,12,0,0
NEBRASKA,1998,01,0,0
NEBRASKA,1998,02,0,0
NEBRASKA,1998,03,0,-4
NEBRASKA,1998,04,0,-4
NEBRASKA,1998,05,114,47
NEBRASKA,1998,06,144,-77
NEBRASKA,1998,07,352,7
NEBRASKA,1998,08,303,27
NEBRASKA,1998,09,195,88
NEBRASKA,1998,10,9,2
NEBRASKA,1998,11,0,0
NEBRASKA,1998,12,0,0
NEBRASKA,1999,01,0,0
NEBRASKA,1999,02,0,0
NEBRASKA,1999,03,0,-4
NEBRASKA,1999,04,0,-4
NEBRASKA,1999,05,55,-12
NEBRASKA,1999,06,154,-67
NEBRASKA,1999,07,402,57
NEBRASKA,1999,08,237,-39
NEBRASKA,1999,09,60,-47
NEBRASKA,1999,10,5,-2
NEBRASKA,1999,11,0,0
NEBRASKA,1999,12,0,0
NEBRASKA,2000,01,0,0
NEBRASKA,2000,02,0,0
NEBRASKA,2000,03,7,3
NEBRASKA,2000,04,0,-4
NEBRASKA,2000,05,105,38
NEBRASKA,2000,06,181,-40
NEBRASKA,2000,07,327,-18
NEBRASKA,2000,08,377,101
NEBRASKA,2000,09,116,9
NEBRASKA,2000,10,12,5
NEBRASKA,2000,11,0,0
NEBRASKA,2000,12,0,0
NEBRASKA,2001,01,0,0
NEBRASKA,2001,02,0,0
NEBRASKA,2001,03,0,-4
NEBRASKA,2001,04,7,3
NEBRASKA,2001,05,77,10
NEBRASKA,2001,06,188,-33
NEBRASKA,2001,07,401,56
NEBRASKA,2001,08,313,37
NEBRASKA,2001,09,86,-21
NEBRASKA,2001,10,5,-2
NEBRASKA,2001,11,0,0
NEBRASKA,2001,12,0,0
NEBRASKA,2002,01,0,0
NEBRASKA,2002,02,0,0
NEBRASKA,2002,03,0,-4
NEBRASKA,2002,04,4,0
NEBRASKA,2002,05,33,-34
NEBRASKA,2002,06,327,106
NEBRASKA,2002,07,441,96
NEBRASKA,2002,08,291,15
NEBRASKA,2002,09,114,7
NEBRASKA,2002,10,0,-7
NEBRASKA,2002,11,0,0
NEBRASKA,2002,12,0,0
NEBRASKA,2003,01,0,0
NEBRASKA,2003,02,0,0
NEBRASKA,2003,03,0,-4
NEBRASKA,2003,04,6,2
NEBRASKA,2003,05,36,-31
NEBRASKA,2003,06,145,-76
NEBRASKA,2003,07,374,29
NEBRASKA,2003,08,356,80
NEBRASKA,2003,09,52,-55
NEBRASKA,2003,10,11,4
NEBRASKA,2003,11,0,0
NEBRASKA,2003,12,0,0
NEBRASKA,2004,01,0,0
NEBRASKA,2004,02,0,0
NEBRASKA,2004,03,8,4
NEBRASKA,2004,04,6,2
NEBRASKA,2004,05,75,8
NEBRASKA,2004,06,133,-88
NEBRASKA,2004,07,244,-101
NEBRASKA,2004,08,175,-101
NEBRASKA,2004,09,158,51
NEBRASKA,2004,10,7,0
NEBRASKA,2004,11,0,0
NEBRASKA,2004,12,0,0
NEBRASKA,2005,01,0,0
NEBRASKA,2005,02,0,0
NEBRASKA,2005,03,0,-4
NEBRASKA,2005,04,7,3
NEBRASKA,2005,05,57,-10
NEBRASKA,2005,06,250,29
NEBRASKA,2005,07,377,32
NEBRASKA,2005,08,281,5
NEBRASKA,2005,09,168,61
NEBRASKA,2005,10,8,1
NEBRASKA,2005,11,0,0
NEBRASKA,2005,12,0,0
NEBRASKA,2006,01,6,6
NEBRASKA,2006,02,0,0
NEBRASKA,2006,03,0,-4
NEBRASKA,2006,04,13,9
NEBRASKA,2006,05,87,20
NEBRASKA,2006,06,255,34
NEBRASKA,2006,07,397,52
NEBRASKA,2006,08,281,5
NEBRASKA,2006,09,44,-63
NEBRASKA,2006,10,0,-7
NEBRASKA,2006,11,0,0
NEBRASKA,2006,12,0,0
NEBRASKA,2007,01,0,0
NEBRASKA,2007,02,0,0
NEBRASKA,2007,03,12,8
NEBRASKA,2007,04,0,-4
NEBRASKA,2007,05,108,41
NEBRASKA,2007,06,201,-20
NEBRASKA,2007,07,364,19
NEBRASKA,2007,08,366,90
NEBRASKA,2007,09,107,0
NEBRASKA,2007,10,12,5
NEBRASKA,2007,11,0,0
NEBRASKA,2007,12,0,0
NEBRASKA,2008,01,0,0
NEBRASKA,2008,02,0,0
NEBRASKA,2008,03,0,-4
NEBRASKA,2008,04,0,-4
NEBRASKA,2008,05,36,-31
NEBRASKA,2008,06,189,-32
NEBRASKA,2008,07,337,-8
NEBRASKA,2008,08,243,-33
NEBRASKA,2008,09,78,-29
NEBRASKA,2008,10,4,-3
NEBRASKA,2008,11,0,0
NEBRASKA,2008,12,0,0
NEBRASKA,2009,01,0,0
NEBRASKA,2009,02,0,0
NEBRASKA,2009,03,0,-4
NEBRASKA,2009,04,0,-4
NEBRASKA,2009,05,65,-2
NEBRASKA,2009,06,168,-53
NEBRASKA,2009,07,209,-136
NEBRASKA,2009,08,193,-83
NEBRASKA,2009,09,67,-40
