YEAR,LOCATION,"STATE ANSI","ASD CODE","COUNTY ANSI","REFERENCE PERIOD",COMMODITY,DOMAINCAT,"APPLICATIONS in LB","APPLICATIONS in LB / ACRE / APPLICATION, AVG","APPLICATIONS in LB / ACRE / YEAR, AVG","APPLICATIONS in NUMBER, AVG","TREATED in PCT OF AREA PLANTED, AVG"
1999,LOUISIANA,22,"  ","   ",YEAR,SOYBEANS,"CHEMICAL, INSECTICIDE: (TOTAL)","229,000"," "," "," ",53
1999,MISSISSIPPI,28,"  ","   ",YEAR,SOYBEANS,"CHEMICAL, INSECTICIDE: (METHYL PARATHION = 53501)","30,000",0.47,0.66,1.4,2
1999,MISSISSIPPI,28,"  ","   ",YEAR,SOYBEANS,"CHEMICAL, INSECTICIDE: (THIODICARB = 114501)","18,000",0.52,0.52,1,2
1999,MISSISSIPPI,28,"  ","   ",YEAR,SOYBEANS,"CHEMICAL, INSECTICIDE: (TOTAL)","78,000"," "," "," ",9
1999,NEBRASKA,31,"  ","   ",YEAR,SOYBEANS,"CHEMICAL, INSECTICIDE: (TOTAL)","10,000"," "," "," ",1
1999,"NORTH CAROLINA",37,"  ","   ",YEAR,SOYBEANS,"CHEMICAL, INSECTICIDE: (TOTAL)","3,000"," "," "," ",3
1999,OHIO,39,"  ","   ",YEAR,SOYBEANS,"CHEMICAL, INSECTICIDE: (TOTAL)","3,000"," "," "," "," "
1999,PENNSYLVANIA,42,"  ","   ",YEAR,SOYBEANS,"CHEMICAL, INSECTICIDE: (DIMETHOATE = 35001)","20,000",0.5,0.5,1,11
1999,PENNSYLVANIA,42,"  ","   ",YEAR,SOYBEANS,"CHEMICAL, INSECTICIDE: (TOTAL)","20,000"," "," "," ",11
1999,TENNESSEE,47,"  ","   ",YEAR,SOYBEANS,"CHEMICAL, INSECTICIDE: (TOTAL)","19,000"," "," "," ",2
2000,ARKANSAS,05,"  ","   ",YEAR,SOYBEANS,"CHEMICAL, INSECTICIDE: (TOTAL)","4,000"," "," "," ",3
2000,ILLINOIS,17,"  ","   ",YEAR,SOYBEANS,"CHEMICAL, INSECTICIDE: (TOTAL)","3,000"," "," "," ",1
2000,KENTUCKY,21,"  ","   ",YEAR,SOYBEANS,"CHEMICAL, INSECTICIDE: (TOTAL)","6,000"," "," "," ",1
2000,LOUISIANA,22,"  ","   ",YEAR,SOYBEANS,"CHEMICAL, INSECTICIDE: (LAMBDA-CYHALOTHRIN = 128897)","2,000",0.02,0.02,1,11
2000,LOUISIANA,22,"  ","   ",YEAR,SOYBEANS,"CHEMICAL, INSECTICIDE: (SPINOSAD = 110003)","2,000",0.04,0.04,1,5
2000,LOUISIANA,22,"  ","   ",YEAR,SOYBEANS,"CHEMICAL, INSECTICIDE: (THIODICARB = 114501)","28,000",0.47,0.47,1,6
2000,LOUISIANA,22,"  ","   ",YEAR,SOYBEANS,"CHEMICAL, INSECTICIDE: (TOTAL)","173,000"," "," "," ",56
2000,MISSISSIPPI,28,"  ","   ",YEAR,SOYBEANS,"CHEMICAL, INSECTICIDE: (TOTAL)","23,000"," "," "," ",5
2000,"NORTH CAROLINA",37,"  ","   ",YEAR,SOYBEANS,"CHEMICAL, INSECTICIDE: (TOTAL)","15,000"," "," "," ",7
2000,OHIO,39,"  ","   ",YEAR,SOYBEANS,"CHEMICAL, INSECTICIDE: (TOTAL)","2,000"," "," "," ",1
2000,TENNESSEE,47,"  ","   ",YEAR,SOYBEANS,"CHEMICAL, INSECTICIDE: (TOTAL)","8,000"," "," "," ",1
2002,ARKANSAS,05,"  ","   ",YEAR,SOYBEANS,"CHEMICAL, INSECTICIDE: (TOTAL)","112,000"," "," "," ",14
2002,IOWA,19,"  ","   ",YEAR,SOYBEANS,"CHEMICAL, INSECTICIDE: (PERMETHRIN = 109701)","38,000",0.08,0.08,1,4
2002,IOWA,19,"  ","   ",YEAR,SOYBEANS,"CHEMICAL, INSECTICIDE: (TOTAL)","58,000"," "," "," ",9
2002,LOUISIANA,22,"  ","   ",YEAR,SOYBEANS,"CHEMICAL, INSECTICIDE: (DIFLUBENZURON = 108201)","3,000",0.04,0.04,1,9
2002,LOUISIANA,22,"  ","   ",YEAR,SOYBEANS,"CHEMICAL, INSECTICIDE: (LAMBDA-CYHALOTHRIN = 128897)","1,000",0.03,0.03,1,3
2002,LOUISIANA,22,"  ","   ",YEAR,SOYBEANS,"CHEMICAL, INSECTICIDE: (METHOXYFENOZIDE = 121027)","8,000",0.06,0.07,1.1,15
2002,LOUISIANA,22,"  ","   ",YEAR,SOYBEANS,"CHEMICAL, INSECTICIDE: (METHYL PARATHION = 53501)","360,000",0.6,0.82,1.3,56
2002,LOUISIANA,22,"  ","   ",YEAR,SOYBEANS,"CHEMICAL, INSECTICIDE: (THIODICARB = 114501)","56,000",0.37,0.57,1.5,12
2002,LOUISIANA,22,"  ","   ",YEAR,SOYBEANS,"CHEMICAL, INSECTICIDE: (TOTAL)","470,000"," "," "," ",72
2002,LOUISIANA,22,"  ","   ",YEAR,SOYBEANS,"CHEMICAL, INSECTICIDE: (ZETA-CYPERMETHRIN = 129064)","4,000",0.04,0.05,1.1,10
2002,MARYLAND,24,"  ","   ",YEAR,SOYBEANS,"CHEMICAL, INSECTICIDE: (TOTAL)"," "," "," "," ",3
2002,MISSISSIPPI,28,"  ","   ",YEAR,SOYBEANS,"CHEMICAL, INSECTICIDE: (LAMBDA-CYHALOTHRIN = 128897)","5,000",0.02,0.03,1.1,13
2002,MISSISSIPPI,28,"  ","   ",YEAR,SOYBEANS,"CHEMICAL, INSECTICIDE: (METHOXYFENOZIDE = 121027)","5,000",0.05,0.05,1,6
2002,MISSISSIPPI,28,"  ","   ",YEAR,SOYBEANS,"CHEMICAL, INSECTICIDE: (METHYL PARATHION = 53501)","10,000",0.36,0.4,1.1,2
2002,MISSISSIPPI,28,"  ","   ",YEAR,SOYBEANS,"CHEMICAL, INSECTICIDE: (TOTAL)","24,000"," "," "," ",24
2002,NEBRASKA,31,"  ","   ",YEAR,SOYBEANS,"CHEMICAL, INSECTICIDE: (CHLORPYRIFOS = 59101)","26,000",0.52,0.59,1.1," "
2002,NEBRASKA,31,"  ","   ",YEAR,SOYBEANS,"CHEMICAL, INSECTICIDE: (TOTAL)","36,000"," "," "," ",4
2002,"NORTH CAROLINA",37,"  ","   ",YEAR,SOYBEANS,"CHEMICAL, INSECTICIDE: (ESFENVALERATE = 109303)","2,000",0.03,0.03,1,4
2002,"NORTH CAROLINA",37,"  ","   ",YEAR,SOYBEANS,"CHEMICAL, INSECTICIDE: (LAMBDA-CYHALOTHRIN = 128897)","4,000",0.02,0.02,1,14
2002,"NORTH CAROLINA",37,"  ","   ",YEAR,SOYBEANS,"CHEMICAL, INSECTICIDE: (TOTAL)","89,000"," "," "," ",25
2002,"SOUTH DAKOTA",46,"  ","   ",YEAR,SOYBEANS,"CHEMICAL, INSECTICIDE: (LAMBDA-CYHALOTHRIN = 128897)","10,000",0.02,0.02,1,12
2002,"SOUTH DAKOTA",46,"  ","   ",YEAR,SOYBEANS,"CHEMICAL, INSECTICIDE: (TOTAL)","97,000"," "," "," ",19
2002,TENNESSEE,47,"  ","   ",YEAR,SOYBEANS,"CHEMICAL, INSECTICIDE: (LAMBDA-CYHALOTHRIN = 128897)","2,000",0.01,0.01,1,10
2002,TENNESSEE,47,"  ","   ",YEAR,SOYBEANS,"CHEMICAL, INSECTICIDE: (TOTAL)","1,000"," "," "," ",10
2002,VIRGINIA,51,"  ","   ",YEAR,SOYBEANS,"CHEMICAL, INSECTICIDE: (LAMBDA-CYHALOTHRIN = 128897)","2,000",0.02,0.03,1.2,17
2002,VIRGINIA,51,"  ","   ",YEAR,SOYBEANS,"CHEMICAL, INSECTICIDE: (TOTAL)","25,000"," "," "," ",46
2004,ARKANSAS,05,"  ","   ",YEAR,SOYBEANS,"CHEMICAL, INSECTICIDE: (LAMBDA-CYHALOTHRIN = 128897)","1,000",0.01,0.01,1,4
2004,ARKANSAS,05,"  ","   ",YEAR,SOYBEANS,"CHEMICAL, INSECTICIDE: (TOTAL)","57,000"," "," "," ",7
2004,ILLINOIS,17,"  ","   ",YEAR,SOYBEANS,"CHEMICAL, INSECTICIDE: (TOTAL)","15,000"," "," "," ",1
2004,IOWA,19,"  ","   ",YEAR,SOYBEANS,"CHEMICAL, INSECTICIDE: (LAMBDA-CYHALOTHRIN = 128897)","2,000",0.02,0.02,1,1
2004,IOWA,19,"  ","   ",YEAR,SOYBEANS,"CHEMICAL, INSECTICIDE: (TOTAL)","5,000"," "," "," ",1
2004,NEBRASKA,31,"  ","   ",YEAR,SOYBEANS,"CHEMICAL, INSECTICIDE: (CHLORPYRIFOS = 59101)","255,000",0.46,0.46,1,11
2004,NEBRASKA,31,"  ","   ",YEAR,SOYBEANS,"CHEMICAL, INSECTICIDE: (TOTAL)","274,000"," "," "," ",15
2004,OHIO,39,"  ","   ",YEAR,SOYBEANS,"CHEMICAL, INSECTICIDE: (LAMBDA-CYHALOTHRIN = 128897)","3,000",0.02,0.02,1.1,2
2004,OHIO,39,"  ","   ",YEAR,SOYBEANS,"CHEMICAL, INSECTICIDE: (TOTAL)","6,000"," "," "," ",3
2004,"SOUTH DAKOTA",46,"  ","   ",YEAR,SOYBEANS,"CHEMICAL, INSECTICIDE: (ESFENVALERATE = 109303)","8,000",0.05,0.05,1,4
2004,"SOUTH DAKOTA",46,"  ","   ",YEAR,SOYBEANS,"CHEMICAL, INSECTICIDE: (LAMBDA-CYHALOTHRIN = 128897)","8,000",0.02,0.02,1,10
2004,"SOUTH DAKOTA",46,"  ","   ",YEAR,SOYBEANS,"CHEMICAL, INSECTICIDE: (TOTAL)","70,000"," "," "," ",19
2005,ARKANSAS,05,"  ","   ",YEAR,SOYBEANS,"CHEMICAL, INSECTICIDE: (TOTAL)","344,000"," "," "," ",14
2005,ILLINOIS,17,"  ","   ",YEAR,SOYBEANS,"CHEMICAL, INSECTICIDE: (TOTAL)","384,000"," "," "," ",9
2005,INDIANA,18,"  ","   ",YEAR,SOYBEANS,"CHEMICAL, INSECTICIDE: (TOTAL)","209,000"," "," "," ",18
2005,IOWA,19,"  ","   ",YEAR,SOYBEANS,"CHEMICAL, INSECTICIDE: (TOTAL)","509,000"," "," "," ",16
2005,LOUISIANA,22,"  ","   ",YEAR,SOYBEANS,"CHEMICAL, INSECTICIDE: (TOTAL)","277,000"," "," "," ",44
2005,MICHIGAN,26,"  ","   ",YEAR,SOYBEANS,"CHEMICAL, INSECTICIDE: (TOTAL)","172,000"," "," "," ",42
2005,MINNESOTA,27,"  ","   ",YEAR,SOYBEANS,"CHEMICAL, INSECTICIDE: (TOTAL)","125,000"," "," "," ",30
2005,MISSISSIPPI,28,"  ","   ",YEAR,SOYBEANS,"CHEMICAL, INSECTICIDE: (TOTAL)","9,000"," "," "," ",10
2005,"NORTH CAROLINA",37,"  ","   ",YEAR,SOYBEANS,"CHEMICAL, INSECTICIDE: (TOTAL)","94,000"," "," "," ",11
2005,OHIO,39,"  ","   ",YEAR,SOYBEANS,"CHEMICAL, INSECTICIDE: (TOTAL)","152,000"," "," "," ",18
2005,"SOUTH DAKOTA",46,"  ","   ",YEAR,SOYBEANS,"CHEMICAL, INSECTICIDE: (TOTAL)","12,000"," "," "," ",13
2005,TENNESSEE,47,"  ","   ",YEAR,SOYBEANS,"CHEMICAL, INSECTICIDE: (TOTAL)","5,000"," "," "," ",15
2006,ARKANSAS,05,"  ","   ",YEAR,SOYBEANS,"CHEMICAL, INSECTICIDE: (LAMBDA-CYHALOTHRIN = 128897)","2,000",0.01,0.01,1,7
2006,ARKANSAS,05,"  ","   ",YEAR,SOYBEANS,"CHEMICAL, INSECTICIDE: (TOTAL)","96,000"," "," "," ",12
2006,ILLINOIS,17,"  ","   ",YEAR,SOYBEANS,"CHEMICAL, INSECTICIDE: (LAMBDA-CYHALOTHRIN = 128897)","5,000",0.025,0.03,1.2,2
2006,ILLINOIS,17,"  ","   ",YEAR,SOYBEANS,"CHEMICAL, INSECTICIDE: (TOTAL)","141,000"," "," "," ",5
2006,IOWA,19,"  ","   ",YEAR,SOYBEANS,"CHEMICAL, INSECTICIDE: (CHLORPYRIFOS = 59101)","100,000",0.475,0.475,1,2
2006,IOWA,19,"  ","   ",YEAR,SOYBEANS,"CHEMICAL, INSECTICIDE: (ESFENVALERATE = 109303)","12,000",0.036,0.036,1,3
2006,IOWA,19,"  ","   ",YEAR,SOYBEANS,"CHEMICAL, INSECTICIDE: (TOTAL)","127,000"," "," "," ",9
2006,KANSAS,20,"  ","   ",YEAR,SOYBEANS,"CHEMICAL, INSECTICIDE: (LAMBDA-CYHALOTHRIN = 128897)","2,000",0.022,0.022,1,3
2006,KANSAS,20,"  ","   ",YEAR,SOYBEANS,"CHEMICAL, INSECTICIDE: (TOTAL)","7,000"," "," "," ",6
2006,KENTUCKY,21,"  ","   ",YEAR,SOYBEANS,"CHEMICAL, INSECTICIDE: (LAMBDA-CYHALOTHRIN = 128897)","1,000",0.014,0.014,1,6
2006,KENTUCKY,21,"  ","   ",YEAR,SOYBEANS,"CHEMICAL, INSECTICIDE: (TOTAL)","1,000"," "," "," ",7
2006,LOUISIANA,22,"  ","   ",YEAR,SOYBEANS,"CHEMICAL, INSECTICIDE: (ACEPHATE = 103301)","412,000",0.786,1.124,1.4,42
2006,LOUISIANA,22,"  ","   ",YEAR,SOYBEANS,"CHEMICAL, INSECTICIDE: (CYFLUTHRIN = 128831)","2,000",0.028,0.03,1.1,9
2006,LOUISIANA,22,"  ","   ",YEAR,SOYBEANS,"CHEMICAL, INSECTICIDE: (DIFLUBENZURON = 108201)","2,000",0.031,0.031,1,7
2006,LOUISIANA,22,"  ","   ",YEAR,SOYBEANS,"CHEMICAL, INSECTICIDE: (LAMBDA-CYHALOTHRIN = 128897)","2,000",0.018,0.023,1.3,10
2006,LOUISIANA,22,"  ","   ",YEAR,SOYBEANS,"CHEMICAL, INSECTICIDE: (TOTAL)","499,000"," "," "," ",75
2006,MINNESOTA,27,"  ","   ",YEAR,SOYBEANS,"CHEMICAL, INSECTICIDE: (CHLORPYRIFOS = 59101)","832,000",0.465,0.484,1,23
2006,MINNESOTA,27,"  ","   ",YEAR,SOYBEANS,"CHEMICAL, INSECTICIDE: (ESFENVALERATE = 109303)","23,000",0.033,0.037,1.1,8
2006,MINNESOTA,27,"  ","   ",YEAR,SOYBEANS,"CHEMICAL, INSECTICIDE: (LAMBDA-CYHALOTHRIN = 128897)","38,000",0.02,0.022,1.1,24
2006,MINNESOTA,27,"  ","   ",YEAR,SOYBEANS,"CHEMICAL, INSECTICIDE: (TOTAL)","896,000"," "," "," ",56
2006,MISSISSIPPI,28,"  ","   ",YEAR,SOYBEANS,"CHEMICAL, INSECTICIDE: (ACEPHATE = 103301)","28,000",0.349,0.439,1.3,4
2006,MISSISSIPPI,28,"  ","   ",YEAR,SOYBEANS,"CHEMICAL, INSECTICIDE: (LAMBDA-CYHALOTHRIN = 128897)","4,000",0.015,0.02,1.4,11
2006,MISSISSIPPI,28,"  ","   ",YEAR,SOYBEANS,"CHEMICAL, INSECTICIDE: (TOTAL)","65,000"," "," "," ",26
2006,MISSOURI,29,"  ","   ",YEAR,SOYBEANS,"CHEMICAL, INSECTICIDE: (TOTAL)","28,000"," "," "," ",8
2006,MISSOURI,29,"  ","   ",YEAR,SOYBEANS,"CHEMICAL, INSECTICIDE: (ZETA-CYPERMETHRIN = 129064)","3,000",0.024,0.027,1.1,2
2006,NEBRASKA,31,"  ","   ",YEAR,SOYBEANS,"CHEMICAL, INSECTICIDE: (CHLORPYRIFOS = 59101)","126,000",0.525,0.525,1,5
2006,NEBRASKA,31,"  ","   ",YEAR,SOYBEANS,"CHEMICAL, INSECTICIDE: (TOTAL)","129,000"," "," "," ",5
2006,"NORTH CAROLINA",37,"  ","   ",YEAR,SOYBEANS,"CHEMICAL, INSECTICIDE: (LAMBDA-CYHALOTHRIN = 128897)","3,000",0.022,0.022,1,9
2006,"NORTH CAROLINA",37,"  ","   ",YEAR,SOYBEANS,"CHEMICAL, INSECTICIDE: (TOTAL)","30,000"," "," "," ",22
2006,"NORTH DAKOTA",38,"  ","   ",YEAR,SOYBEANS,"CHEMICAL, INSECTICIDE: (CHLORPYRIFOS = 59101)","434,000",0.408,0.416,1,27
2006,"NORTH DAKOTA",38,"  ","   ",YEAR,SOYBEANS,"CHEMICAL, INSECTICIDE: (ESFENVALERATE = 109303)","23,000",0.035,0.039,1.1,15
2006,"NORTH DAKOTA",38,"  ","   ",YEAR,SOYBEANS,"CHEMICAL, INSECTICIDE: (GAMMA-CYHALOTHRIN = 128807)","1,000",0.012,0.012,1,3
2006,"NORTH DAKOTA",38,"  ","   ",YEAR,SOYBEANS,"CHEMICAL, INSECTICIDE: (LAMBDA-CYHALOTHRIN = 128897)","16,000",0.025,0.026,1,16
2006,"NORTH DAKOTA",38,"  ","   ",YEAR,SOYBEANS,"CHEMICAL, INSECTICIDE: (TOTAL)","480,000"," "," "," ",57
2006,OHIO,39,"  ","   ",YEAR,SOYBEANS,"CHEMICAL, INSECTICIDE: (LAMBDA-CYHALOTHRIN = 128897)","4,000",0.025,0.025,1,3
2006,OHIO,39,"  ","   ",YEAR,SOYBEANS,"CHEMICAL, INSECTICIDE: (TOTAL)","23,000"," "," "," ",4
2006,"SOUTH DAKOTA",46,"  ","   ",YEAR,SOYBEANS,"CHEMICAL, INSECTICIDE: (LAMBDA-CYHALOTHRIN = 128897)","8,000",0.021,0.021,1,10
2006,"SOUTH DAKOTA",46,"  ","   ",YEAR,SOYBEANS,"CHEMICAL, INSECTICIDE: (TOTAL)","111,000"," "," "," ",21
2006,TENNESSEE,47,"  ","   ",YEAR,SOYBEANS,"CHEMICAL, INSECTICIDE: (LAMBDA-CYHALOTHRIN = 128897)","3,000",0.015,0.016,1.1,19
2006,TENNESSEE,47,"  ","   ",YEAR,SOYBEANS,"CHEMICAL, INSECTICIDE: (TOTAL)","8,000"," "," "," ",25
2006,TENNESSEE,47,"  ","   ",YEAR,SOYBEANS,"CHEMICAL, INSECTICIDE: (ZETA-CYPERMETHRIN = 129064)","1,000",0.016,0.016,1,5
2006,VIRGINIA,51,"  ","   ",YEAR,SOYBEANS,"CHEMICAL, INSECTICIDE: (LAMBDA-CYHALOTHRIN = 128897)","2,000",0.016,0.018,1.1,19
2006,VIRGINIA,51,"  ","   ",YEAR,SOYBEANS,"CHEMICAL, INSECTICIDE: (TOTAL)","4,000"," "," "," ",23
2006,WISCONSIN,55,"  ","   ",YEAR,SOYBEANS,"CHEMICAL, INSECTICIDE: (TOTAL)","13,000"," "," "," ",4
2012,ARKANSAS,05,"  ","   ",YEAR,SOYBEANS,"CHEMICAL, INSECTICIDE: (ACEPHATE = 103301)","83,000",0.708,0.708,1,4
2012,ARKANSAS,05,"  ","   ",YEAR,SOYBEANS,"CHEMICAL, INSECTICIDE: (BIFENTHRIN = 128825)",(D),(D),(D),(D),(D)
2012,ARKANSAS,05,"  ","   ",YEAR,SOYBEANS,"CHEMICAL, INSECTICIDE: (CYFLUTHRIN = 128831)",(D),(D),(D),(D),(D)
2012,ARKANSAS,05,"  ","   ",YEAR,SOYBEANS,"CHEMICAL, INSECTICIDE: (CYPERMETHRIN = 109702)",(D),(D),(D),(D),(D)
2012,ARKANSAS,05,"  ","   ",YEAR,SOYBEANS,"CHEMICAL, INSECTICIDE: (DIFLUBENZURON = 108201)",(D),(D),(D),(D),(D)
2012,ARKANSAS,05,"  ","   ",YEAR,SOYBEANS,"CHEMICAL, INSECTICIDE: (FLUBENDIAMIDE = 27602)","8,000",0.063,0.063,1,4
2012,ARKANSAS,05,"  ","   ",YEAR,SOYBEANS,"CHEMICAL, INSECTICIDE: (INDOXACARB = 67710)",(D),(D),(D),(D),(D)
2012,ARKANSAS,05,"  ","   ",YEAR,SOYBEANS,"CHEMICAL, INSECTICIDE: (LAMBDA-CYHALOTHRIN = 128897)","11,000",0.02,0.02,1,17
2012,ARKANSAS,05,"  ","   ",YEAR,SOYBEANS,"CHEMICAL, INSECTICIDE: (METHOXYFENOZIDE = 121027)","126,000",0.446,0.487,1.1,8
2012,ARKANSAS,05,"  ","   ",YEAR,SOYBEANS,"CHEMICAL, INSECTICIDE: (TOTAL)","238,000"," "," "," ",36
2012,ARKANSAS,05,"  ","   ",YEAR,SOYBEANS,"CHEMICAL, INSECTICIDE: (ZETA-CYPERMETHRIN = 129064)",(D),(D),(D),(D),(D)
2012,ILLINOIS,17,"  ","   ",YEAR,SOYBEANS,"CHEMICAL, INSECTICIDE: (BIFENTHRIN = 128825)","1,000",0.004,0.004,1,3
2012,ILLINOIS,17,"  ","   ",YEAR,SOYBEANS,"CHEMICAL, INSECTICIDE: (CHLORPYRIFOS = 59101)","246,000",0.505,0.541,1.1,5
2012,ILLINOIS,17,"  ","   ",YEAR,SOYBEANS,"CHEMICAL, INSECTICIDE: (CYFLUTHRIN = 128831)",(D),(D),(D),(D),(D)
2012,ILLINOIS,17,"  ","   ",YEAR,SOYBEANS,"CHEMICAL, INSECTICIDE: (DIMETHOATE = 35001)","89,000",0.354,0.354,1,3
2012,ILLINOIS,17,"  ","   ",YEAR,SOYBEANS,"CHEMICAL, INSECTICIDE: (ESFENVALERATE = 109303)",(D),(D),(D),(D),(D)
2012,ILLINOIS,17,"  ","   ",YEAR,SOYBEANS,"CHEMICAL, INSECTICIDE: (GAMMA-CYHALOTHRIN = 128807)",(D),(D),(D),(D),(D)
2012,ILLINOIS,17,"  ","   ",YEAR,SOYBEANS,"CHEMICAL, INSECTICIDE: (IMIDACLOPRID = 129099)",(D),(D),(D),(D),(D)
2012,ILLINOIS,17,"  ","   ",YEAR,SOYBEANS,"CHEMICAL, INSECTICIDE: (LAMBDA-CYHALOTHRIN = 128897)","17,000",0.033,0.036,1.1,5
2012,ILLINOIS,17,"  ","   ",YEAR,SOYBEANS,"CHEMICAL, INSECTICIDE: (METHYL PARATHION = 53501)",(D),(D),(D),(D),(D)
2012,ILLINOIS,17,"  ","   ",YEAR,SOYBEANS,"CHEMICAL, INSECTICIDE: (PERMETHRIN = 109701)",(D),(D),(D),(D),(D)
2012,ILLINOIS,17,"  ","   ",YEAR,SOYBEANS,"CHEMICAL, INSECTICIDE: (THIAMETHOXAM = 60109)",(D),(D),(D),(D),(D)
2012,ILLINOIS,17,"  ","   ",YEAR,SOYBEANS,"CHEMICAL, INSECTICIDE: (TOTAL)","384,000"," "," "," ",16
2012,ILLINOIS,17,"  ","   ",YEAR,SOYBEANS,"CHEMICAL, INSECTICIDE: (ZETA-CYPERMETHRIN = 129064)","1,000",0.003,0.003,1,3
2012,INDIANA,18,"  ","   ",YEAR,SOYBEANS,"CHEMICAL, INSECTICIDE: (BIFENTHRIN = 128825)","15,000",0.077,0.077,1,4
2012,INDIANA,18,"  ","   ",YEAR,SOYBEANS,"CHEMICAL, INSECTICIDE: (CHLORPYRIFOS = 59101)","85,000",0.494,0.494,1,3
2012,INDIANA,18,"  ","   ",YEAR,SOYBEANS,"CHEMICAL, INSECTICIDE: (CYFLUTHRIN = 128831)",(D),(D),(D),(D),(D)
2012,INDIANA,18,"  ","   ",YEAR,SOYBEANS,"CHEMICAL, INSECTICIDE: (DIMETHOATE = 35001)","142,000",0.601,0.601,1,5
2012,INDIANA,18,"  ","   ",YEAR,SOYBEANS,"CHEMICAL, INSECTICIDE: (GAMMA-CYHALOTHRIN = 128807)",(D),(D),(D),(D),(D)
2012,INDIANA,18,"  ","   ",YEAR,SOYBEANS,"CHEMICAL, INSECTICIDE: (LAMBDA-CYHALOTHRIN = 128897)",(D),(D),(D),(D),(D)
2012,INDIANA,18,"  ","   ",YEAR,SOYBEANS,"CHEMICAL, INSECTICIDE: (MALATHION = 57701)",(D),(D),(D),(D),(D)
2012,INDIANA,18,"  ","   ",YEAR,SOYBEANS,"CHEMICAL, INSECTICIDE: (TOTAL)","362,000"," "," "," ",16
2012,INDIANA,18,"  ","   ",YEAR,SOYBEANS,"CHEMICAL, INSECTICIDE: (ZETA-CYPERMETHRIN = 129064)",(D),(D),(D),(D),(D)
